種別,都道府県,年次,性別,年齢階級,人数
転入超過数,富山県,2025年,男,90歳以上,-5
転入超過数,富山県,2025年,女,総数,-1410
転入超過数,富山県,2025年,女,0歳～4歳,35
転入超過数,富山県,2025年,女,5歳～9歳,5
転入超過数,富山県,2025年,女,10歳～14歳,-6
転入超過数,富山県,2025年,女,15歳～19歳,-276
転入超過数,富山県,2025年,女,20歳～24歳,-770
転入超過数,富山県,2025年,女,25歳～29歳,-237
転入超過数,富山県,2025年,女,30歳～34歳,-77
転入超過数,富山県,2025年,女,35歳～39歳,-34
転入超過数,富山県,2025年,女,40歳～44歳,16
転入超過数,富山県,2025年,女,45歳～49歳,8
転入超過数,富山県,2025年,女,50歳～54歳,-36
転入超過数,富山県,2025年,女,55歳～59歳,12
転入超過数,富山県,2025年,女,60歳～64歳,18
転入超過数,富山県,2025年,女,65歳～69歳,9
転入超過数,富山県,2025年,女,70歳～74歳,-14
転入超過数,富山県,2025年,女,75歳～79歳,-19
転入超過数,富山県,2025年,女,80歳～84歳,-18
転入超過数,富山県,2025年,女,85歳～89歳,-3
転入超過数,富山県,2025年,女,90歳以上,-23
転入超過数,石川県,2025年,総数,総数,-2464
転入超過数,石川県,2025年,総数,0歳～4歳,15
転入超過数,石川県,2025年,総数,5歳～9歳,-31
転入超過数,石川県,2025年,総数,10歳～14歳,-58
転入超過数,石川県,2025年,総数,15歳～19歳,202
転入超過数,石川県,2025年,総数,20歳～24歳,-1960
転入超過数,石川県,2025年,総数,25歳～29歳,-507
転入超過数,石川県,2025年,総数,30歳～34歳,-32
転入超過数,石川県,2025年,総数,35歳～39歳,-26
転入超過数,石川県,2025年,総数,40歳～44歳,-14
転入超過数,石川県,2025年,総数,45歳～49歳,36
転入超過数,石川県,2025年,総数,50歳～54歳,11
転入超過数,石川県,2025年,総数,55歳～59歳,3
転入超過数,石川県,2025年,総数,60歳～64歳,17
転入超過数,石川県,2025年,総数,65歳～69歳,-4
転入超過数,石川県,2025年,総数,70歳～74歳,-8
転入超過数,石川県,2025年,総数,75歳～79歳,-10
転入超過数,石川県,2025年,総数,80歳～84歳,-27
転入超過数,石川県,2025年,総数,85歳～89歳,-34
転入超過数,石川県,2025年,総数,90歳以上,-37
転入超過数,石川県,2025年,男,総数,-1051
転入超過数,石川県,2025年,男,0歳～4歳,10
転入超過数,石川県,2025年,男,5歳～9歳,-18
転入超過数,石川県,2025年,男,10歳～14歳,-11
転入超過数,石川県,2025年,男,15歳～19歳,177
転入超過数,石川県,2025年,男,20歳～24歳,-1036
転入超過数,石川県,2025年,男,25歳～29歳,-263
転入超過数,石川県,2025年,男,30歳～34歳,-17
転入超過数,石川県,2025年,男,35歳～39歳,-37
転入超過数,石川県,2025年,男,40歳～44歳,42
転入超過数,石川県,2025年,男,45歳～49歳,37
転入超過数,石川県,2025年,男,50歳～54歳,20
転入超過数,石川県,2025年,男,55歳～59歳,12
転入超過数,石川県,2025年,男,60歳～64歳,36
転入超過数,石川県,2025年,男,65歳～69歳,3
転入超過数,石川県,2025年,男,70歳～74歳,6
転入超過数,石川県,2025年,男,75歳～79歳,11
転入超過数,石川県,2025年,男,80歳～84歳,-5
転入超過数,石川県,2025年,男,85歳～89歳,-8
転入超過数,石川県,2025年,男,90歳以上,-10
転入超過数,石川県,2025年,女,総数,-1413
転入超過数,石川県,2025年,女,0歳～4歳,5
転入超過数,石川県,2025年,女,5歳～9歳,-13
転入超過数,石川県,2025年,女,10歳～14歳,-47
転入超過数,石川県,2025年,女,15歳～19歳,25
転入超過数,石川県,2025年,女,20歳～24歳,-924
転入超過数,石川県,2025年,女,25歳～29歳,-244
転入超過数,石川県,2025年,女,30歳～34歳,-15
転入超過数,石川県,2025年,女,35歳～39歳,11
転入超過数,石川県,2025年,女,40歳～44歳,-56
転入超過数,石川県,2025年,女,45歳～49歳,-1
転入超過数,石川県,2025年,女,50歳～54歳,-9
転入超過数,石川県,2025年,女,55歳～59歳,-9
転入超過数,石川県,2025年,女,60歳～64歳,-19
転入超過数,石川県,2025年,女,65歳～69歳,-7
転入超過数,石川県,2025年,女,70歳～74歳,-14
転入超過数,石川県,2025年,女,75歳～79歳,-21
転入超過数,石川県,2025年,女,80歳～84歳,-22
転入超過数,石川県,2025年,女,85歳～89歳,-26
転入超過数,石川県,2025年,女,90歳以上,-27
転入超過数,福井県,2025年,総数,総数,-2721
転入超過数,福井県,2025年,総数,0歳～4歳,33
転入超過数,福井県,2025年,総数,5歳～9歳,-29
転入超過数,福井県,2025年,総数,10歳～14歳,4
転入超過数,福井県,2025年,総数,15歳～19歳,-364
転入超過数,福井県,2025年,総数,20歳～24歳,-1493
転入超過数,福井県,2025年,総数,25歳～29歳,-433
転入超過数,福井県,2025年,総数,30歳～34歳,-171
転入超過数,福井県,2025年,総数,35歳～39歳,-16
転入超過数,福井県,2025年,総数,40歳～44歳,-7
転入超過数,福井県,2025年,総数,45歳～49歳,-50
転入超過数,福井県,2025年,総数,50歳～54歳,-96
転入超過数,福井県,2025年,総数,55歳～59歳,38
転入超過数,福井県,2025年,総数,60歳～64歳,-9
転入超過数,福井県,2025年,総数,65歳～69歳,-42
転入超過数,福井県,2025年,総数,70歳～74歳,2
転入超過数,福井県,2025年,総数,75歳～79歳,-1
転入超過数,福井県,2025年,総数,80歳～84歳,-17
転入超過数,福井県,2025年,総数,85歳～89歳,-44
転入超過数,福井県,2025年,総数,90歳以上,-26
転入超過数,福井県,2025年,男,総数,-1261
転入超過数,福井県,2025年,男,0歳～4歳,15
転入超過数,福井県,2025年,男,5歳～9歳,3
転入超過数,福井県,2025年,男,10歳～14歳,7
転入超過数,福井県,2025年,男,15歳～19歳,-180
転入超過数,福井県,2025年,男,20歳～24歳,-637
転入超過数,福井県,2025年,男,25歳～29歳,-230
転入超過数,福井県,2025年,男,30歳～34歳,-101
転入超過数,福井県,2025年,男,35歳～39歳,-34
転入超過数,福井県,2025年,男,40歳～44歳,-11
転入超過数,福井県,2025年,男,45歳～49歳,-45
転入超過数,福井県,2025年,男,50歳～54歳,-57
転入超過数,福井県,2025年,男,55歳～59歳,32
転入超過数,福井県,2025年,男,60歳～64歳,3
転入超過数,福井県,2025年,男,65歳～69歳,-19
転入超過数,福井県,2025年,男,70歳～74歳,9
転入超過数,福井県,2025年,男,75歳～79歳,6
転入超過数,福井県,2025年,男,80歳～84歳,-3
転入超過数,福井県,2025年,男,85歳～89歳,-11
転入超過数,福井県,2025年,男,90歳以上,-8
転入超過数,福井県,2025年,女,総数,-1460
転入超過数,福井県,2025年,女,0歳～4歳,18
転入超過数,福井県,2025年,女,5歳～9歳,-32
転入超過数,福井県,2025年,女,10歳～14歳,-3
転入超過数,福井県,2025年,女,15歳～19歳,-184
転入超過数,福井県,2025年,女,20歳～24歳,-856
転入超過数,福井県,2025年,女,25歳～29歳,-203
転入超過数,福井県,2025年,女,30歳～34歳,-70
転入超過数,福井県,2025年,女,35歳～39歳,18
転入超過数,福井県,2025年,女,40歳～44歳,4
転入超過数,福井県,2025年,女,45歳～49歳,-5
転入超過数,福井県,2025年,女,50歳～54歳,-39
転入超過数,福井県,2025年,女,55歳～59歳,6
転入超過数,福井県,2025年,女,60歳～64歳,-12
転入超過数,福井県,2025年,女,65歳～69歳,-23
転入超過数,福井県,2025年,女,70歳～74歳,-7
転入超過数,福井県,2025年,女,75歳～79歳,-7
転入超過数,福井県,2025年,女,80歳～84歳,-14
転入超過数,福井県,2025年,女,85歳～89歳,-33
転入超過数,福井県,2025年,女,90歳以上,-18
転入超過数,山梨県,2025年,総数,総数,-967
転入超過数,山梨県,2025年,総数,0歳～4歳,71
転入超過数,山梨県,2025年,総数,5歳～9歳,22
転入超過数,山梨県,2025年,総数,10歳～14歳,2
転入超過数,山梨県,2025年,総数,15歳～19歳,86
転入超過数,山梨県,2025年,総数,20歳～24歳,-1743
転入超過数,山梨県,2025年,総数,25歳～29歳,-208
転入超過数,山梨県,2025年,総数,30歳～34歳,-14
転入超過数,山梨県,2025年,総数,35歳～39歳,100
転入超過数,山梨県,2025年,総数,40歳～44歳,102
転入超過数,山梨県,2025年,総数,45歳～49歳,113
転入超過数,山梨県,2025年,総数,50歳～54歳,146
転入超過数,山梨県,2025年,総数,55歳～59歳,54
転入超過数,山梨県,2025年,総数,60歳～64歳,104
転入超過数,山梨県,2025年,総数,65歳～69歳,72
転入超過数,山梨県,2025年,総数,70歳～74歳,80
転入超過数,山梨県,2025年,総数,75歳～79歳,25
転入超過数,山梨県,2025年,総数,80歳～84歳,-4
転入超過数,山梨県,2025年,総数,85歳～89歳,37
転入超過数,山梨県,2025年,総数,90歳以上,-12
転入超過数,山梨県,2025年,男,総数,-502
転入超過数,山梨県,2025年,男,0歳～4歳,18
転入超過数,山梨県,2025年,男,5歳～9歳,-2
転入超過数,山梨県,2025年,男,10歳～14歳,7
転入超過数,山梨県,2025年,男,15歳～19歳,-7
転入超過数,山梨県,2025年,男,20歳～24歳,-760
転入超過数,山梨県,2025年,男,25歳～29歳,-90
転入超過数,山梨県,2025年,男,30歳～34歳,-74
転入超過数,山梨県,2025年,男,35歳～39歳,45
転入超過数,山梨県,2025年,男,40歳～44歳,60
転入超過数,山梨県,2025年,男,45歳～49歳,55
転入超過数,山梨県,2025年,男,50歳～54歳,91
転入超過数,山梨県,2025年,男,55歳～59歳,0
転入超過数,山梨県,2025年,男,60歳～64歳,54
転入超過数,山梨県,2025年,男,65歳～69歳,45
転入超過数,山梨県,2025年,男,70歳～74歳,45
転入超過数,山梨県,2025年,男,75歳～79歳,21
転入超過数,山梨県,2025年,男,80歳～84歳,-13
転入超過数,山梨県,2025年,男,85歳～89歳,9
転入超過数,山梨県,2025年,男,90歳以上,-6
転入超過数,山梨県,2025年,女,総数,-465
転入超過数,山梨県,2025年,女,0歳～4歳,53
転入超過数,山梨県,2025年,女,5歳～9歳,24
転入超過数,山梨県,2025年,女,10歳～14歳,-5
転入超過数,山梨県,2025年,女,15歳～19歳,93
転入超過数,山梨県,2025年,女,20歳～24歳,-983
転入超過数,山梨県,2025年,女,25歳～29歳,-118
転入超過数,山梨県,2025年,女,30歳～34歳,60
転入超過数,山梨県,2025年,女,35歳～39歳,55
転入超過数,山梨県,2025年,女,40歳～44歳,42
転入超過数,山梨県,2025年,女,45歳～49歳,58
転入超過数,山梨県,2025年,女,50歳～54歳,55
転入超過数,山梨県,2025年,女,55歳～59歳,54
転入超過数,山梨県,2025年,女,60歳～64歳,50
転入超過数,山梨県,2025年,女,65歳～69歳,27
転入超過数,山梨県,2025年,女,70歳～74歳,35
転入超過数,山梨県,2025年,女,75歳～79歳,4
転入超過数,山梨県,2025年,女,80歳～84歳,9
転入超過数,山梨県,2025年,女,85歳～89歳,28
転入超過数,山梨県,2025年,女,90歳以上,-6
転入超過数,長野県,2025年,総数,総数,-1471
転入超過数,長野県,2025年,総数,0歳～4歳,431
転入超過数,長野県,2025年,総数,5歳～9歳,259
転入超過数,長野県,2025年,総数,10歳～14歳,37
転入超過数,長野県,2025年,総数,15歳～19歳,-1470
転入超過数,長野県,2025年,総数,20歳～24歳,-3025
転入超過数,長野県,2025年,総数,25歳～29歳,-579
転入超過数,長野県,2025年,総数,30歳～34歳,206
転入超過数,長野県,2025年,総数,35歳～39歳,365
転入超過数,長野県,2025年,総数,40歳～44歳,422
転入超過数,長野県,2025年,総数,45歳～49歳,332
転入超過数,長野県,2025年,総数,50歳～54歳,244
転入超過数,長野県,2025年,総数,55歳～59歳,296
転入超過数,長野県,2025年,総数,60歳～64歳,402
転入超過数,長野県,2025年,総数,65歳～69歳,330
転入超過数,長野県,2025年,総数,70歳～74歳,160
転入超過数,長野県,2025年,総数,75歳～79歳,62
転入超過数,長野県,2025年,総数,80歳～84歳,43
転入超過数,長野県,2025年,総数,85歳～89歳,14
転入超過数,長野県,2025年,総数,90歳以上,0
転入超過数,長野県,2025年,男,総数,-653
転入超過数,長野県,2025年,男,0歳～4歳,230
転入超過数,長野県,2025年,男,5歳～9歳,131
転入超過数,長野県,2025年,男,10歳～14歳,25
転入超過数,長野県,2025年,男,15歳～19歳,-742
転入超過数,長野県,2025年,男,20歳～24歳,-1316
転入超過数,長野県,2025年,男,25歳～29歳,-366
転入超過数,長野県,2025年,男,30歳～34歳,3
転入超過数,長野県,2025年,男,35歳～39歳,190
転入超過数,長野県,2025年,男,40歳～44歳,222
転入超過数,長野県,2025年,男,45歳～49歳,159
転入超過数,長野県,2025年,男,50歳～54歳,59
転入超過数,長野県,2025年,男,55歳～59歳,131
転入超過数,長野県,2025年,男,60歳～64歳,251
転入超過数,長野県,2025年,男,65歳～69歳,194
転入超過数,長野県,2025年,男,70歳～74歳,101
転入超過数,長野県,2025年,男,75歳～79歳,32
転入超過数,長野県,2025年,男,80歳～84歳,29
転入超過数,長野県,2025年,男,85歳～89歳,-1
転入超過数,長野県,2025年,男,90歳以上,15
転入超過数,長野県,2025年,女,総数,-818
転入超過数,長野県,2025年,女,0歳～4歳,201
転入超過数,長野県,2025年,女,5歳～9歳,128
転入超過数,長野県,2025年,女,10歳～14歳,12
転入超過数,長野県,2025年,女,15歳～19歳,-728
転入超過数,長野県,2025年,女,20歳～24歳,-1709
転入超過数,長野県,2025年,女,25歳～29歳,-213
転入超過数,長野県,2025年,女,30歳～34歳,203
転入超過数,長野県,2025年,女,35歳～39歳,175
転入超過数,長野県,2025年,女,40歳～44歳,200
転入超過数,長野県,2025年,女,45歳～49歳,173
転入超過数,長野県,2025年,女,50歳～54歳,185
転入超過数,長野県,2025年,女,55歳～59歳,165
転入超過数,長野県,2025年,女,60歳～64歳,151
転入超過数,長野県,2025年,女,65歳～69歳,136
転入超過数,長野県,2025年,女,70歳～74歳,59
転入超過数,長野県,2025年,女,75歳～79歳,30
転入超過数,長野県,2025年,女,80歳～84歳,14
転入超過数,長野県,2025年,女,85歳～89歳,15
転入超過数,長野県,2025年,女,90歳以上,-15
転入超過数,岐阜県,2025年,総数,総数,-5429
転入超過数,岐阜県,2025年,総数,0歳～4歳,391
転入超過数,岐阜県,2025年,総数,5歳～9歳,97
転入超過数,岐阜県,2025年,総数,10歳～14歳,1
転入超過数,岐阜県,2025年,総数,15歳～19歳,-1071
転入超過数,岐阜県,2025年,総数,20歳～24歳,-3301
転入超過数,岐阜県,2025年,総数,25歳～29歳,-1538
転入超過数,岐阜県,2025年,総数,30歳～34歳,-211
転入超過数,岐阜県,2025年,総数,35歳～39歳,-1
転入超過数,岐阜県,2025年,総数,40歳～44歳,21
転入超過数,岐阜県,2025年,総数,45歳～49歳,-33
転入超過数,岐阜県,2025年,総数,50歳～54歳,18
転入超過数,岐阜県,2025年,総数,55歳～59歳,129
転入超過数,岐阜県,2025年,総数,60歳～64歳,84
転入超過数,岐阜県,2025年,総数,65歳～69歳,47
転入超過数,岐阜県,2025年,総数,70歳～74歳,-14
転入超過数,岐阜県,2025年,総数,75歳～79歳,0
転入超過数,岐阜県,2025年,総数,80歳～84歳,-11
転入超過数,岐阜県,2025年,総数,85歳～89歳,5
転入超過数,岐阜県,2025年,総数,90歳以上,-42
転入超過数,岐阜県,2025年,男,総数,-2481
転入超過数,岐阜県,2025年,男,0歳～4歳,225
転入超過数,岐阜県,2025年,男,5歳～9歳,37
転入超過数,岐阜県,2025年,男,10歳～14歳,5
転入超過数,岐阜県,2025年,男,15歳～19歳,-670
転入超過数,岐阜県,2025年,男,20歳～24歳,-1602
転入超過数,岐阜県,2025年,男,25歳～29歳,-665
転入超過数,岐阜県,2025年,男,30歳～34歳,-148
転入超過数,岐阜県,2025年,男,35歳～39歳,4
転入超過数,岐阜県,2025年,男,40歳～44歳,12
転入超過数,岐阜県,2025年,男,45歳～49歳,5
転入超過数,岐阜県,2025年,男,50歳～54歳,65
転入超過数,岐阜県,2025年,男,55歳～59歳,92
転入超過数,岐阜県,2025年,男,60歳～64歳,70
転入超過数,岐阜県,2025年,男,65歳～69歳,47
転入超過数,岐阜県,2025年,男,70歳～74歳,20
転入超過数,岐阜県,2025年,男,75歳～79歳,4
転入超過数,岐阜県,2025年,男,80歳～84歳,5
転入超過数,岐阜県,2025年,男,85歳～89歳,25
転入超過数,岐阜県,2025年,男,90歳以上,-12
転入超過数,岐阜県,2025年,女,総数,-2948
転入超過数,岐阜県,2025年,女,0歳～4歳,166
転入超過数,岐阜県,2025年,女,5歳～9歳,60
転入超過数,岐阜県,2025年,女,10歳～14歳,-4
転入超過数,岐阜県,2025年,女,15歳～19歳,-401
転入超過数,岐阜県,2025年,女,20歳～24歳,-1699
転入超過数,岐阜県,2025年,女,25歳～29歳,-873
転入超過数,岐阜県,2025年,女,30歳～34歳,-63
転入超過数,岐阜県,2025年,女,35歳～39歳,-5
転入超過数,岐阜県,2025年,女,40歳～44歳,9
転入超過数,岐阜県,2025年,女,45歳～49歳,-38
転入超過数,岐阜県,2025年,女,50歳～54歳,-47
転入超過数,岐阜県,2025年,女,55歳～59歳,37
転入超過数,岐阜県,2025年,女,60歳～64歳,14
転入超過数,岐阜県,2025年,女,65歳～69歳,0
転入超過数,岐阜県,2025年,女,70歳～74歳,-34
転入超過数,岐阜県,2025年,女,75歳～79歳,-4
転入超過数,岐阜県,2025年,女,80歳～84歳,-16
転入超過数,岐阜県,2025年,女,85歳～89歳,-20
転入超過数,岐阜県,2025年,女,90歳以上,-30
転入超過数,静岡県,2025年,総数,総数,-7919
転入超過数,静岡県,2025年,総数,0歳～4歳,-187
転入超過数,静岡県,2025年,総数,5歳～9歳,-165
転入超過数,静岡県,2025年,総数,10歳～14歳,-110
転入超過数,静岡県,2025年,総数,15歳～19歳,-2451
転入超過数,静岡県,2025年,総数,20歳～24歳,-3524
転入超過数,静岡県,2025年,総数,25歳～29歳,-1565
転入超過数,静岡県,2025年,総数,30歳～34歳,-605
転入超過数,静岡県,2025年,総数,35歳～39歳,-173
転入超過数,静岡県,2025年,総数,40歳～44歳,-81
転入超過数,静岡県,2025年,総数,45歳～49歳,45
転入超過数,静岡県,2025年,総数,50歳～54歳,132
転入超過数,静岡県,2025年,総数,55歳～59歳,158
転入超過数,静岡県,2025年,総数,60歳～64歳,230
転入超過数,静岡県,2025年,総数,65歳～69歳,235
転入超過数,静岡県,2025年,総数,70歳～74歳,127
転入超過数,静岡県,2025年,総数,75歳～79歳,45
転入超過数,静岡県,2025年,総数,80歳～84歳,-63
転入超過数,静岡県,2025年,総数,85歳～89歳,36
転入超過数,静岡県,2025年,総数,90歳以上,-3
転入超過数,静岡県,2025年,男,総数,-3562
転入超過数,静岡県,2025年,男,0歳～4歳,-115
転入超過数,静岡県,2025年,男,5歳～9歳,-53
転入超過数,静岡県,2025年,男,10歳～14歳,-31
転入超過数,静岡県,2025年,男,15歳～19歳,-1305
転入超過数,静岡県,2025年,男,20歳～24歳,-1330
転入超過数,静岡県,2025年,男,25歳～29歳,-836
転入超過数,静岡県,2025年,男,30歳～34歳,-467
転入超過数,静岡県,2025年,男,35歳～39歳,-94
転入超過数,静岡県,2025年,男,40歳～44歳,-34
転入超過数,静岡県,2025年,男,45歳～49歳,45
転入超過数,静岡県,2025年,男,50歳～54歳,76
転入超過数,静岡県,2025年,男,55歳～59歳,90
転入超過数,静岡県,2025年,男,60歳～64歳,136
転入超過数,静岡県,2025年,男,65歳～69歳,143
転入超過数,静岡県,2025年,男,70歳～74歳,117
転入超過数,静岡県,2025年,男,75歳～79歳,50
転入超過数,静岡県,2025年,男,80歳～84歳,-5
転入超過数,静岡県,2025年,男,85歳～89歳,41
転入超過数,静岡県,2025年,男,90歳以上,10
転入超過数,静岡県,2025年,女,総数,-4357
転入超過数,静岡県,2025年,女,0歳～4歳,-72
転入超過数,静岡県,2025年,女,5歳～9歳,-112
転入超過数,静岡県,2025年,女,10歳～14歳,-79
転入超過数,静岡県,2025年,女,15歳～19歳,-1146
転入超過数,静岡県,2025年,女,20歳～24歳,-2194
転入超過数,静岡県,2025年,女,25歳～29歳,-729
転入超過数,静岡県,2025年,女,30歳～34歳,-138
転入超過数,静岡県,2025年,女,35歳～39歳,-79
転入超過数,静岡県,2025年,女,40歳～44歳,-47
転入超過数,静岡県,2025年,女,45歳～49歳,0
転入超過数,静岡県,2025年,女,50歳～54歳,56
転入超過数,静岡県,2025年,女,55歳～59歳,68
転入超過数,静岡県,2025年,女,60歳～64歳,94
転入超過数,静岡県,2025年,女,65歳～69歳,92
転入超過数,静岡県,2025年,女,70歳～74歳,10
転入超過数,静岡県,2025年,女,75歳～79歳,-5
転入超過数,静岡県,2025年,女,80歳～84歳,-58
転入超過数,静岡県,2025年,女,85歳～89歳,-5
転入超過数,静岡県,2025年,女,90歳以上,-13
転入超過数,愛知県,2025年,総数,総数,1806
転入超過数,愛知県,2025年,総数,0歳～4歳,-656
転入超過数,愛知県,2025年,総数,5歳～9歳,-402
転入超過数,愛知県,2025年,総数,10歳～14歳,-186
転入超過数,愛知県,2025年,総数,15歳～19歳,733
転入超過数,愛知県,2025年,総数,20歳～24歳,3653
転入超過数,愛知県,2025年,総数,25歳～29歳,1063
転入超過数,愛知県,2025年,総数,30歳～34歳,235
転入超過数,愛知県,2025年,総数,35歳～39歳,-238
転入超過数,愛知県,2025年,総数,40歳～44歳,-480
転入超過数,愛知県,2025年,総数,45歳～49歳,-250
転入超過数,愛知県,2025年,総数,50歳～54歳,-483
転入超過数,愛知県,2025年,総数,55歳～59歳,-401
転入超過数,愛知県,2025年,総数,60歳～64歳,-507
転入超過数,愛知県,2025年,総数,65歳～69歳,-360
転入超過数,愛知県,2025年,総数,70歳～74歳,-119
転入超過数,愛知県,2025年,総数,75歳～79歳,-16
転入超過数,愛知県,2025年,総数,80歳～84歳,77
転入超過数,愛知県,2025年,総数,85歳～89歳,41
転入超過数,愛知県,2025年,総数,90歳以上,101
転入超過数,愛知県,2025年,男,総数,1618
転入超過数,愛知県,2025年,男,0歳～4歳,-262
転入超過数,愛知県,2025年,男,5歳～9歳,-170
転入超過数,愛知県,2025年,男,10歳～14歳,-66
転入超過数,愛知県,2025年,男,15歳～19歳,816
転入超過数,愛知県,2025年,男,20歳～24歳,2617
転入超過数,愛知県,2025年,男,25歳～29歳,443
転入超過数,愛知県,2025年,男,30歳～34歳,252
転入超過数,愛知県,2025年,男,35歳～39歳,-109
転入超過数,愛知県,2025年,男,40歳～44歳,-259
転入超過数,愛知県,2025年,男,45歳～49歳,-117
転入超過数,愛知県,2025年,男,50歳～54歳,-340
転入超過数,愛知県,2025年,男,55歳～59歳,-269
転入超過数,愛知県,2025年,男,60歳～64歳,-397
転入超過数,愛知県,2025年,男,65歳～69歳,-279
転入超過数,愛知県,2025年,男,70歳～74歳,-173
転入超過数,愛知県,2025年,男,75歳～79歳,-52
転入超過数,愛知県,2025年,男,80歳～84歳,-10
転入超過数,愛知県,2025年,男,85歳～89歳,-24
転入超過数,愛知県,2025年,男,90歳以上,17
転入超過数,愛知県,2025年,女,総数,188
転入超過数,愛知県,2025年,女,0歳～4歳,-394
転入超過数,愛知県,2025年,女,5歳～9歳,-232
転入超過数,愛知県,2025年,女,10歳～14歳,-120
転入超過数,愛知県,2025年,女,15歳～19歳,-83
転入超過数,愛知県,2025年,女,20歳～24歳,1036
転入超過数,愛知県,2025年,女,25歳～29歳,620
転入超過数,愛知県,2025年,女,30歳～34歳,-17
転入超過数,愛知県,2025年,女,35歳～39歳,-129
転入超過数,愛知県,2025年,女,40歳～44歳,-221
転入超過数,愛知県,2025年,女,45歳～49歳,-133
転入超過数,愛知県,2025年,女,50歳～54歳,-143
転入超過数,愛知県,2025年,女,55歳～59歳,-132
転入超過数,愛知県,2025年,女,60歳～64歳,-110
転入超過数,愛知県,2025年,女,65歳～69歳,-81
転入超過数,愛知県,2025年,女,70歳～74歳,54
転入超過数,愛知県,2025年,女,75歳～79歳,36
転入超過数,愛知県,2025年,女,80歳～84歳,87
転入超過数,愛知県,2025年,女,85歳～89歳,65
転入超過数,愛知県,2025年,女,90歳以上,84
転入超過数,三重県,2025年,総数,総数,-5938
転入超過数,三重県,2025年,総数,0歳～4歳,-50
転入超過数,三重県,2025年,総数,5歳～9歳,-155
転入超過数,三重県,2025年,総数,10歳～14歳,-110
転入超過数,三重県,2025年,総数,15歳～19歳,-883
転入超過数,三重県,2025年,総数,20歳～24歳,-2309
転入超過数,三重県,2025年,総数,25歳～29歳,-1234
転入超過数,三重県,2025年,総数,30歳～34歳,-395
転入超過数,三重県,2025年,総数,35歳～39歳,-152
転入超過数,三重県,2025年,総数,40歳～44歳,-153
転入超過数,三重県,2025年,総数,45歳～49歳,-95
転入超過数,三重県,2025年,総数,50歳～54歳,-162
転入超過数,三重県,2025年,総数,55歳～59歳,-56
転入超過数,三重県,2025年,総数,60歳～64歳,-4
転入超過数,三重県,2025年,総数,65歳～69歳,-22
転入超過数,三重県,2025年,総数,70歳～74歳,-14
転入超過数,三重県,2025年,総数,75歳～79歳,-8
転入超過数,三重県,2025年,総数,80歳～84歳,-35
転入超過数,三重県,2025年,総数,85歳～89歳,-64
転入超過数,三重県,2025年,総数,90歳以上,-37
転入超過数,三重県,2025年,男,総数,-2770
転入超過数,三重県,2025年,男,0歳～4歳,-50
転入超過数,三重県,2025年,男,5歳～9歳,-70
転入超過数,三重県,2025年,男,10歳～14歳,-76
転入超過数,三重県,2025年,男,15歳～19歳,-476
転入超過数,三重県,2025年,男,20歳～24歳,-963
転入超過数,三重県,2025年,男,25歳～29歳,-674
転入超過数,三重県,2025年,男,30歳～34歳,-201
転入超過数,三重県,2025年,男,35歳～39歳,-88
転入超過数,三重県,2025年,男,40歳～44歳,-72
転入超過数,三重県,2025年,男,45歳～49歳,-30
転入超過数,三重県,2025年,男,50歳～54歳,-104
転入超過数,三重県,2025年,男,55歳～59歳,-11
転入超過数,三重県,2025年,男,60歳～64歳,53
転入超過数,三重県,2025年,男,65歳～69歳,-3
転入超過数,三重県,2025年,男,70歳～74歳,7
転入超過数,三重県,2025年,男,75歳～79歳,14
転入超過数,三重県,2025年,男,80歳～84歳,1
転入超過数,三重県,2025年,男,85歳～89歳,-26
転入超過数,三重県,2025年,男,90歳以上,-1
転入超過数,三重県,2025年,女,総数,-3168
転入超過数,三重県,2025年,女,0歳～4歳,0
転入超過数,三重県,2025年,女,5歳～9歳,-85
転入超過数,三重県,2025年,女,10歳～14歳,-34
転入超過数,三重県,2025年,女,15歳～19歳,-407
転入超過数,三重県,2025年,女,20歳～24歳,-1346
転入超過数,三重県,2025年,女,25歳～29歳,-560
転入超過数,三重県,2025年,女,30歳～34歳,-194
転入超過数,三重県,2025年,女,35歳～39歳,-64
転入超過数,三重県,2025年,女,40歳～44歳,-81
転入超過数,三重県,2025年,女,45歳～49歳,-65
転入超過数,三重県,2025年,女,50歳～54歳,-58
転入超過数,三重県,2025年,女,55歳～59歳,-45
転入超過数,三重県,2025年,女,60歳～64歳,-57
転入超過数,三重県,2025年,女,65歳～69歳,-19
転入超過数,三重県,2025年,女,70歳～74歳,-21
転入超過数,三重県,2025年,女,75歳～79歳,-22
転入超過数,三重県,2025年,女,80歳～84歳,-36
転入超過数,三重県,2025年,女,85歳～89歳,-38
転入超過数,三重県,2025年,女,90歳以上,-36
転入超過数,滋賀県,2025年,総数,総数,-922
転入超過数,滋賀県,2025年,総数,0歳～4歳,293
転入超過数,滋賀県,2025年,総数,5歳～9歳,77
転入超過数,滋賀県,2025年,総数,10歳～14歳,-8
転入超過数,滋賀県,2025年,総数,15歳～19歳,4
転入超過数,滋賀県,2025年,総数,20歳～24歳,-1776
転入超過数,滋賀県,2025年,総数,25歳～29歳,-213
転入超過数,滋賀県,2025年,総数,30歳～34歳,161
転入超過数,滋賀県,2025年,総数,35歳～39歳,176
転入超過数,滋賀県,2025年,総数,40歳～44歳,30
転入超過数,滋賀県,2025年,総数,45歳～49歳,5
