種別,都道府県,年次,性別,年齢階級,人数
転入者数,島根県,2025年,男,50歳～54歳,330
転入者数,島根県,2025年,男,55歳～59歳,255
転入者数,島根県,2025年,男,60歳～64歳,172
転入者数,島根県,2025年,男,65歳～69歳,91
転入者数,島根県,2025年,男,70歳～74歳,59
転入者数,島根県,2025年,男,75歳～79歳,53
転入者数,島根県,2025年,男,80歳～84歳,37
転入者数,島根県,2025年,男,85歳～89歳,16
転入者数,島根県,2025年,男,90歳以上,8
転入者数,島根県,2025年,女,総数,4444
転入者数,島根県,2025年,女,0歳～4歳,213
転入者数,島根県,2025年,女,5歳～9歳,99
転入者数,島根県,2025年,女,10歳～14歳,56
転入者数,島根県,2025年,女,15歳～19歳,347
転入者数,島根県,2025年,女,20歳～24歳,1022
転入者数,島根県,2025年,女,25歳～29歳,804
転入者数,島根県,2025年,女,30歳～34歳,491
転入者数,島根県,2025年,女,35歳～39歳,320
転入者数,島根県,2025年,女,40歳～44歳,229
転入者数,島根県,2025年,女,45歳～49歳,175
転入者数,島根県,2025年,女,50歳～54歳,182
転入者数,島根県,2025年,女,55歳～59歳,135
転入者数,島根県,2025年,女,60歳～64歳,89
転入者数,島根県,2025年,女,65歳～69歳,60
転入者数,島根県,2025年,女,70歳～74歳,56
転入者数,島根県,2025年,女,75歳～79歳,57
転入者数,島根県,2025年,女,80歳～84歳,37
転入者数,島根県,2025年,女,85歳～89歳,50
転入者数,島根県,2025年,女,90歳以上,22
転入者数,岡山県,2025年,総数,総数,27712
転入者数,岡山県,2025年,総数,0歳～4歳,1206
転入者数,岡山県,2025年,総数,5歳～9歳,662
転入者数,岡山県,2025年,総数,10歳～14歳,353
転入者数,岡山県,2025年,総数,15歳～19歳,1824
転入者数,岡山県,2025年,総数,20歳～24歳,6452
転入者数,岡山県,2025年,総数,25歳～29歳,4954
転入者数,岡山県,2025年,総数,30歳～34歳,3032
転入者数,岡山県,2025年,総数,35歳～39歳,2025
転入者数,岡山県,2025年,総数,40歳～44歳,1456
転入者数,岡山県,2025年,総数,45歳～49歳,1316
転入者数,岡山県,2025年,総数,50歳～54歳,1323
転入者数,岡山県,2025年,総数,55歳～59歳,1031
転入者数,岡山県,2025年,総数,60歳～64歳,658
転入者数,岡山県,2025年,総数,65歳～69歳,441
転入者数,岡山県,2025年,総数,70歳～74歳,294
転入者数,岡山県,2025年,総数,75歳～79歳,223
転入者数,岡山県,2025年,総数,80歳～84歳,185
転入者数,岡山県,2025年,総数,85歳～89歳,155
転入者数,岡山県,2025年,総数,90歳以上,122
転入者数,岡山県,2025年,男,総数,15648
転入者数,岡山県,2025年,男,0歳～4歳,583
転入者数,岡山県,2025年,男,5歳～9歳,342
転入者数,岡山県,2025年,男,10歳～14歳,168
転入者数,岡山県,2025年,男,15歳～19歳,1046
転入者数,岡山県,2025年,男,20歳～24歳,3633
転入者数,岡山県,2025年,男,25歳～29歳,2746
転入者数,岡山県,2025年,男,30歳～34歳,1752
転入者数,岡山県,2025年,男,35歳～39歳,1178
転入者数,岡山県,2025年,男,40歳～44歳,879
転入者数,岡山県,2025年,男,45歳～49歳,816
転入者数,岡山県,2025年,男,50歳～54歳,809
転入者数,岡山県,2025年,男,55歳～59歳,654
転入者数,岡山県,2025年,男,60歳～64歳,388
転入者数,岡山県,2025年,男,65歳～69歳,265
転入者数,岡山県,2025年,男,70歳～74歳,146
転入者数,岡山県,2025年,男,75歳～79歳,104
転入者数,岡山県,2025年,男,80歳～84歳,69
転入者数,岡山県,2025年,男,85歳～89歳,46
転入者数,岡山県,2025年,男,90歳以上,24
転入者数,岡山県,2025年,女,総数,12064
転入者数,岡山県,2025年,女,0歳～4歳,623
転入者数,岡山県,2025年,女,5歳～9歳,320
転入者数,岡山県,2025年,女,10歳～14歳,185
転入者数,岡山県,2025年,女,15歳～19歳,778
転入者数,岡山県,2025年,女,20歳～24歳,2819
転入者数,岡山県,2025年,女,25歳～29歳,2208
転入者数,岡山県,2025年,女,30歳～34歳,1280
転入者数,岡山県,2025年,女,35歳～39歳,847
転入者数,岡山県,2025年,女,40歳～44歳,577
転入者数,岡山県,2025年,女,45歳～49歳,500
転入者数,岡山県,2025年,女,50歳～54歳,514
転入者数,岡山県,2025年,女,55歳～59歳,377
転入者数,岡山県,2025年,女,60歳～64歳,270
転入者数,岡山県,2025年,女,65歳～69歳,176
転入者数,岡山県,2025年,女,70歳～74歳,148
転入者数,岡山県,2025年,女,75歳～79歳,119
転入者数,岡山県,2025年,女,80歳～84歳,116
転入者数,岡山県,2025年,女,85歳～89歳,109
転入者数,岡山県,2025年,女,90歳以上,98
転入者数,広島県,2025年,総数,総数,43316
転入者数,広島県,2025年,総数,0歳～4歳,1934
転入者数,広島県,2025年,総数,5歳～9歳,1089
転入者数,広島県,2025年,総数,10歳～14歳,591
転入者数,広島県,2025年,総数,15歳～19歳,2898
転入者数,広島県,2025年,総数,20歳～24歳,9956
転入者数,広島県,2025年,総数,25歳～29歳,8095
転入者数,広島県,2025年,総数,30歳～34歳,4882
転入者数,広島県,2025年,総数,35歳～39歳,3224
転入者数,広島県,2025年,総数,40歳～44歳,2493
転入者数,広島県,2025年,総数,45歳～49歳,1944
転入者数,広島県,2025年,総数,50歳～54歳,2040
転入者数,広島県,2025年,総数,55歳～59歳,1550
転入者数,広島県,2025年,総数,60歳～64歳,837
転入者数,広島県,2025年,総数,65歳～69歳,504
転入者数,広島県,2025年,総数,70歳～74歳,323
転入者数,広島県,2025年,総数,75歳～79歳,320
転入者数,広島県,2025年,総数,80歳～84歳,257
転入者数,広島県,2025年,総数,85歳～89歳,193
転入者数,広島県,2025年,総数,90歳以上,186
転入者数,広島県,2025年,男,総数,25641
転入者数,広島県,2025年,男,0歳～4歳,1015
転入者数,広島県,2025年,男,5歳～9歳,534
転入者数,広島県,2025年,男,10歳～14歳,298
転入者数,広島県,2025年,男,15歳～19歳,1801
転入者数,広島県,2025年,男,20歳～24歳,5968
転入者数,広島県,2025年,男,25歳～29歳,4624
転入者数,広島県,2025年,男,30歳～34歳,2851
転入者数,広島県,2025年,男,35歳～39歳,2054
転入者数,広島県,2025年,男,40歳～44歳,1573
転入者数,広島県,2025年,男,45歳～49歳,1263
転入者数,広島県,2025年,男,50歳～54歳,1330
転入者数,広島県,2025年,男,55歳～59歳,1006
転入者数,広島県,2025年,男,60歳～64歳,521
転入者数,広島県,2025年,男,65歳～69歳,309
転入者数,広島県,2025年,男,70歳～74歳,151
転入者数,広島県,2025年,男,75歳～79歳,143
転入者数,広島県,2025年,男,80歳～84歳,97
転入者数,広島県,2025年,男,85歳～89歳,55
転入者数,広島県,2025年,男,90歳以上,48
転入者数,広島県,2025年,女,総数,17675
転入者数,広島県,2025年,女,0歳～4歳,919
転入者数,広島県,2025年,女,5歳～9歳,555
転入者数,広島県,2025年,女,10歳～14歳,293
転入者数,広島県,2025年,女,15歳～19歳,1097
転入者数,広島県,2025年,女,20歳～24歳,3988
転入者数,広島県,2025年,女,25歳～29歳,3471
転入者数,広島県,2025年,女,30歳～34歳,2031
転入者数,広島県,2025年,女,35歳～39歳,1170
転入者数,広島県,2025年,女,40歳～44歳,920
転入者数,広島県,2025年,女,45歳～49歳,681
転入者数,広島県,2025年,女,50歳～54歳,710
転入者数,広島県,2025年,女,55歳～59歳,544
転入者数,広島県,2025年,女,60歳～64歳,316
転入者数,広島県,2025年,女,65歳～69歳,195
転入者数,広島県,2025年,女,70歳～74歳,172
転入者数,広島県,2025年,女,75歳～79歳,177
転入者数,広島県,2025年,女,80歳～84歳,160
転入者数,広島県,2025年,女,85歳～89歳,138
転入者数,広島県,2025年,女,90歳以上,138
転入者数,山口県,2025年,総数,総数,20749
転入者数,山口県,2025年,総数,0歳～4歳,882
転入者数,山口県,2025年,総数,5歳～9歳,472
転入者数,山口県,2025年,総数,10歳～14歳,238
転入者数,山口県,2025年,総数,15歳～19歳,2192
転入者数,山口県,2025年,総数,20歳～24歳,4697
転入者数,山口県,2025年,総数,25歳～29歳,3406
転入者数,山口県,2025年,総数,30歳～34歳,2008
転入者数,山口県,2025年,総数,35歳～39歳,1433
転入者数,山口県,2025年,総数,40歳～44歳,1064
転入者数,山口県,2025年,総数,45歳～49歳,917
転入者数,山口県,2025年,総数,50歳～54歳,1014
転入者数,山口県,2025年,総数,55歳～59歳,751
転入者数,山口県,2025年,総数,60歳～64歳,536
転入者数,山口県,2025年,総数,65歳～69歳,355
転入者数,山口県,2025年,総数,70歳～74歳,219
転入者数,山口県,2025年,総数,75歳～79歳,208
転入者数,山口県,2025年,総数,80歳～84歳,146
転入者数,山口県,2025年,総数,85歳～89歳,118
転入者数,山口県,2025年,総数,90歳以上,93
転入者数,山口県,2025年,男,総数,12351
転入者数,山口県,2025年,男,0歳～4歳,469
転入者数,山口県,2025年,男,5歳～9歳,239
転入者数,山口県,2025年,男,10歳～14歳,127
転入者数,山口県,2025年,男,15歳～19歳,1359
転入者数,山口県,2025年,男,20歳～24歳,2798
転入者数,山口県,2025年,男,25歳～29歳,1972
転入者数,山口県,2025年,男,30歳～34歳,1172
転入者数,山口県,2025年,男,35歳～39歳,874
転入者数,山口県,2025年,男,40歳～44歳,672
転入者数,山口県,2025年,男,45歳～49歳,609
転入者数,山口県,2025年,男,50歳～54歳,675
転入者数,山口県,2025年,男,55歳～59歳,491
転入者数,山口県,2025年,男,60歳～64歳,343
転入者数,山口県,2025年,男,65歳～69歳,226
転入者数,山口県,2025年,男,70歳～74歳,110
転入者数,山口県,2025年,男,75歳～79歳,104
転入者数,山口県,2025年,男,80歳～84歳,54
転入者数,山口県,2025年,男,85歳～89歳,35
転入者数,山口県,2025年,男,90歳以上,22
転入者数,山口県,2025年,女,総数,8398
転入者数,山口県,2025年,女,0歳～4歳,413
転入者数,山口県,2025年,女,5歳～9歳,233
転入者数,山口県,2025年,女,10歳～14歳,111
転入者数,山口県,2025年,女,15歳～19歳,833
転入者数,山口県,2025年,女,20歳～24歳,1899
転入者数,山口県,2025年,女,25歳～29歳,1434
転入者数,山口県,2025年,女,30歳～34歳,836
転入者数,山口県,2025年,女,35歳～39歳,559
転入者数,山口県,2025年,女,40歳～44歳,392
転入者数,山口県,2025年,女,45歳～49歳,308
転入者数,山口県,2025年,女,50歳～54歳,339
転入者数,山口県,2025年,女,55歳～59歳,260
転入者数,山口県,2025年,女,60歳～64歳,193
転入者数,山口県,2025年,女,65歳～69歳,129
転入者数,山口県,2025年,女,70歳～74歳,109
転入者数,山口県,2025年,女,75歳～79歳,104
転入者数,山口県,2025年,女,80歳～84歳,92
転入者数,山口県,2025年,女,85歳～89歳,83
転入者数,山口県,2025年,女,90歳以上,71
転入者数,徳島県,2025年,総数,総数,9155
転入者数,徳島県,2025年,総数,0歳～4歳,399
転入者数,徳島県,2025年,総数,5歳～9歳,228
転入者数,徳島県,2025年,総数,10歳～14歳,95
転入者数,徳島県,2025年,総数,15歳～19歳,607
転入者数,徳島県,2025年,総数,20歳～24歳,1824
転入者数,徳島県,2025年,総数,25歳～29歳,1646
転入者数,徳島県,2025年,総数,30歳～34歳,1027
転入者数,徳島県,2025年,総数,35歳～39歳,688
転入者数,徳島県,2025年,総数,40歳～44歳,553
転入者数,徳島県,2025年,総数,45歳～49歳,460
転入者数,徳島県,2025年,総数,50歳～54歳,542
転入者数,徳島県,2025年,総数,55歳～59歳,364
転入者数,徳島県,2025年,総数,60歳～64歳,209
転入者数,徳島県,2025年,総数,65歳～69歳,135
転入者数,徳島県,2025年,総数,70歳～74歳,112
転入者数,徳島県,2025年,総数,75歳～79歳,96
転入者数,徳島県,2025年,総数,80歳～84歳,70
転入者数,徳島県,2025年,総数,85歳～89歳,45
転入者数,徳島県,2025年,総数,90歳以上,55
転入者数,徳島県,2025年,男,総数,5281
転入者数,徳島県,2025年,男,0歳～4歳,196
転入者数,徳島県,2025年,男,5歳～9歳,113
転入者数,徳島県,2025年,男,10歳～14歳,43
転入者数,徳島県,2025年,男,15歳～19歳,352
転入者数,徳島県,2025年,男,20歳～24歳,1045
転入者数,徳島県,2025年,男,25歳～29歳,943
転入者数,徳島県,2025年,男,30歳～34歳,581
転入者数,徳島県,2025年,男,35歳～39歳,399
転入者数,徳島県,2025年,男,40歳～44歳,327
転入者数,徳島県,2025年,男,45歳～49歳,294
転入者数,徳島県,2025年,男,50歳～54歳,361
転入者数,徳島県,2025年,男,55歳～59歳,226
転入者数,徳島県,2025年,男,60歳～64歳,137
転入者数,徳島県,2025年,男,65歳～69歳,88
転入者数,徳島県,2025年,男,70歳～74歳,64
転入者数,徳島県,2025年,男,75歳～79歳,53
転入者数,徳島県,2025年,男,80歳～84歳,29
転入者数,徳島県,2025年,男,85歳～89歳,17
転入者数,徳島県,2025年,男,90歳以上,13
転入者数,徳島県,2025年,女,総数,3874
転入者数,徳島県,2025年,女,0歳～4歳,203
転入者数,徳島県,2025年,女,5歳～9歳,115
転入者数,徳島県,2025年,女,10歳～14歳,52
転入者数,徳島県,2025年,女,15歳～19歳,255
転入者数,徳島県,2025年,女,20歳～24歳,779
転入者数,徳島県,2025年,女,25歳～29歳,703
転入者数,徳島県,2025年,女,30歳～34歳,446
転入者数,徳島県,2025年,女,35歳～39歳,289
転入者数,徳島県,2025年,女,40歳～44歳,226
転入者数,徳島県,2025年,女,45歳～49歳,166
転入者数,徳島県,2025年,女,50歳～54歳,181
転入者数,徳島県,2025年,女,55歳～59歳,138
転入者数,徳島県,2025年,女,60歳～64歳,72
転入者数,徳島県,2025年,女,65歳～69歳,47
転入者数,徳島県,2025年,女,70歳～74歳,48
転入者数,徳島県,2025年,女,75歳～79歳,43
転入者数,徳島県,2025年,女,80歳～84歳,41
転入者数,徳島県,2025年,女,85歳～89歳,28
転入者数,徳島県,2025年,女,90歳以上,42
転入者数,香川県,2025年,総数,総数,16048
転入者数,香川県,2025年,総数,0歳～4歳,781
転入者数,香川県,2025年,総数,5歳～9歳,419
転入者数,香川県,2025年,総数,10歳～14歳,219
転入者数,香川県,2025年,総数,15歳～19歳,845
転入者数,香川県,2025年,総数,20歳～24歳,3351
転入者数,香川県,2025年,総数,25歳～29歳,2865
転入者数,香川県,2025年,総数,30歳～34歳,1847
転入者数,香川県,2025年,総数,35歳～39歳,1303
転入者数,香川県,2025年,総数,40歳～44歳,963
転入者数,香川県,2025年,総数,45歳～49歳,787
転入者数,香川県,2025年,総数,50歳～54歳,838
転入者数,香川県,2025年,総数,55歳～59歳,689
転入者数,香川県,2025年,総数,60歳～64歳,400
転入者数,香川県,2025年,総数,65歳～69歳,230
転入者数,香川県,2025年,総数,70歳～74歳,143
転入者数,香川県,2025年,総数,75歳～79歳,150
転入者数,香川県,2025年,総数,80歳～84歳,96
転入者数,香川県,2025年,総数,85歳～89歳,67
転入者数,香川県,2025年,総数,90歳以上,55
転入者数,香川県,2025年,男,総数,9223
転入者数,香川県,2025年,男,0歳～4歳,417
転入者数,香川県,2025年,男,5歳～9歳,226
転入者数,香川県,2025年,男,10歳～14歳,97
転入者数,香川県,2025年,男,15歳～19歳,498
転入者数,香川県,2025年,男,20歳～24歳,1905
転入者数,香川県,2025年,男,25歳～29歳,1588
転入者数,香川県,2025年,男,30歳～34歳,1055
転入者数,香川県,2025年,男,35歳～39歳,758
転入者数,香川県,2025年,男,40歳～44歳,586
転入者数,香川県,2025年,男,45歳～49歳,501
転入者数,香川県,2025年,男,50歳～54歳,550
転入者数,香川県,2025年,男,55歳～59歳,443
転入者数,香川県,2025年,男,60歳～64歳,249
転入者数,香川県,2025年,男,65歳～69歳,145
転入者数,香川県,2025年,男,70歳～74歳,77
転入者数,香川県,2025年,男,75歳～79歳,61
転入者数,香川県,2025年,男,80歳～84歳,37
転入者数,香川県,2025年,男,85歳～89歳,19
転入者数,香川県,2025年,男,90歳以上,11
転入者数,香川県,2025年,女,総数,6825
転入者数,香川県,2025年,女,0歳～4歳,364
転入者数,香川県,2025年,女,5歳～9歳,193
転入者数,香川県,2025年,女,10歳～14歳,122
転入者数,香川県,2025年,女,15歳～19歳,347
転入者数,香川県,2025年,女,20歳～24歳,1446
転入者数,香川県,2025年,女,25歳～29歳,1277
転入者数,香川県,2025年,女,30歳～34歳,792
転入者数,香川県,2025年,女,35歳～39歳,545
転入者数,香川県,2025年,女,40歳～44歳,377
転入者数,香川県,2025年,女,45歳～49歳,286
転入者数,香川県,2025年,女,50歳～54歳,288
転入者数,香川県,2025年,女,55歳～59歳,246
転入者数,香川県,2025年,女,60歳～64歳,151
転入者数,香川県,2025年,女,65歳～69歳,85
転入者数,香川県,2025年,女,70歳～74歳,66
転入者数,香川県,2025年,女,75歳～79歳,89
転入者数,香川県,2025年,女,80歳～84歳,59
転入者数,香川県,2025年,女,85歳～89歳,48
転入者数,香川県,2025年,女,90歳以上,44
転入者数,愛媛県,2025年,総数,総数,16400
転入者数,愛媛県,2025年,総数,0歳～4歳,812
転入者数,愛媛県,2025年,総数,5歳～9歳,418
転入者数,愛媛県,2025年,総数,10歳～14歳,228
転入者数,愛媛県,2025年,総数,15歳～19歳,1125
転入者数,愛媛県,2025年,総数,20歳～24歳,3525
転入者数,愛媛県,2025年,総数,25歳～29歳,2740
転入者数,愛媛県,2025年,総数,30歳～34歳,1838
転入者数,愛媛県,2025年,総数,35歳～39歳,1236
転入者数,愛媛県,2025年,総数,40歳～44歳,903
転入者数,愛媛県,2025年,総数,45歳～49歳,756
転入者数,愛媛県,2025年,総数,50歳～54歳,760
転入者数,愛媛県,2025年,総数,55歳～59歳,665
転入者数,愛媛県,2025年,総数,60歳～64歳,524
転入者数,愛媛県,2025年,総数,65歳～69歳,286
転入者数,愛媛県,2025年,総数,70歳～74歳,176
転入者数,愛媛県,2025年,総数,75歳～79歳,171
転入者数,愛媛県,2025年,総数,80歳～84歳,110
転入者数,愛媛県,2025年,総数,85歳～89歳,72
転入者数,愛媛県,2025年,総数,90歳以上,55
転入者数,愛媛県,2025年,男,総数,9723
転入者数,愛媛県,2025年,男,0歳～4歳,429
転入者数,愛媛県,2025年,男,5歳～9歳,216
転入者数,愛媛県,2025年,男,10歳～14歳,127
転入者数,愛媛県,2025年,男,15歳～19歳,720
転入者数,愛媛県,2025年,男,20歳～24歳,2153
転入者数,愛媛県,2025年,男,25歳～29歳,1536
転入者数,愛媛県,2025年,男,30歳～34歳,1072
転入者数,愛媛県,2025年,男,35歳～39歳,766
転入者数,愛媛県,2025年,男,40歳～44歳,568
転入者数,愛媛県,2025年,男,45歳～49歳,464
転入者数,愛媛県,2025年,男,50歳～54歳,482
転入者数,愛媛県,2025年,男,55歳～59歳,434
転入者数,愛媛県,2025年,男,60歳～64歳,323
転入者数,愛媛県,2025年,男,65歳～69歳,189
転入者数,愛媛県,2025年,男,70歳～74歳,94
転入者数,愛媛県,2025年,男,75歳～79歳,78
転入者数,愛媛県,2025年,男,80歳～84歳,42
転入者数,愛媛県,2025年,男,85歳～89歳,22
転入者数,愛媛県,2025年,男,90歳以上,8
転入者数,愛媛県,2025年,女,総数,6677
転入者数,愛媛県,2025年,女,0歳～4歳,383
転入者数,愛媛県,2025年,女,5歳～9歳,202
転入者数,愛媛県,2025年,女,10歳～14歳,101
転入者数,愛媛県,2025年,女,15歳～19歳,405
転入者数,愛媛県,2025年,女,20歳～24歳,1372
転入者数,愛媛県,2025年,女,25歳～29歳,1204
転入者数,愛媛県,2025年,女,30歳～34歳,766
転入者数,愛媛県,2025年,女,35歳～39歳,470
転入者数,愛媛県,2025年,女,40歳～44歳,335
転入者数,愛媛県,2025年,女,45歳～49歳,292
転入者数,愛媛県,2025年,女,50歳～54歳,278
転入者数,愛媛県,2025年,女,55歳～59歳,231
転入者数,愛媛県,2025年,女,60歳～64歳,201
転入者数,愛媛県,2025年,女,65歳～69歳,97
転入者数,愛媛県,2025年,女,70歳～74歳,82
転入者数,愛媛県,2025年,女,75歳～79歳,93
転入者数,愛媛県,2025年,女,80歳～84歳,68
転入者数,愛媛県,2025年,女,85歳～89歳,50
転入者数,愛媛県,2025年,女,90歳以上,47
転入者数,高知県,2025年,総数,総数,8129
転入者数,高知県,2025年,総数,0歳～4歳,315
転入者数,高知県,2025年,総数,5歳～9歳,150
転入者数,高知県,2025年,総数,10歳～14歳,128
転入者数,高知県,2025年,総数,15歳～19歳,764
転入者数,高知県,2025年,総数,20歳～24歳,1698
転入者数,高知県,2025年,総数,25歳～29歳,1348
転入者数,高知県,2025年,総数,30歳～34歳,842
転入者数,高知県,2025年,総数,35歳～39歳,590
転入者数,高知県,2025年,総数,40歳～44歳,489
転入者数,高知県,2025年,総数,45歳～49歳,354
転入者数,高知県,2025年,総数,50歳～54歳,411
転入者数,高知県,2025年,総数,55歳～59歳,326
転入者数,高知県,2025年,総数,60歳～64歳,220
転入者数,高知県,2025年,総数,65歳～69歳,155
転入者数,高知県,2025年,総数,70歳～74歳,97
転入者数,高知県,2025年,総数,75歳～79歳,87
転入者数,高知県,2025年,総数,80歳～84歳,79
転入者数,高知県,2025年,総数,85歳～89歳,43
転入者数,高知県,2025年,総数,90歳以上,33
転入者数,高知県,2025年,男,総数,4658
転入者数,高知県,2025年,男,0歳～4歳,147
転入者数,高知県,2025年,男,5歳～9歳,67
転入者数,高知県,2025年,男,10歳～14歳,70
転入者数,高知県,2025年,男,15歳～19歳,463
転入者数,高知県,2025年,男,20歳～24歳,960
転入者数,高知県,2025年,男,25歳～29歳,769
転入者数,高知県,2025年,男,30歳～34歳,480
転入者数,高知県,2025年,男,35歳～39歳,341
転入者数,高知県,2025年,男,40歳～44歳,301
転入者数,高知県,2025年,男,45歳～49歳,226
転入者数,高知県,2025年,男,50歳～54歳,249
転入者数,高知県,2025年,男,55歳～59歳,213
転入者数,高知県,2025年,男,60歳～64歳,140
転入者数,高知県,2025年,男,65歳～69歳,95
転入者数,高知県,2025年,男,70歳～74歳,41
転入者数,高知県,2025年,男,75歳～79歳,48
転入者数,高知県,2025年,男,80歳～84歳,29
転入者数,高知県,2025年,男,85歳～89歳,10
転入者数,高知県,2025年,男,90歳以上,9
転入者数,高知県,2025年,女,総数,3471
転入者数,高知県,2025年,女,0歳～4歳,168
転入者数,高知県,2025年,女,5歳～9歳,83
転入者数,高知県,2025年,女,10歳～14歳,58
転入者数,高知県,2025年,女,15歳～19歳,301
転入者数,高知県,2025年,女,20歳～24歳,738
転入者数,高知県,2025年,女,25歳～29歳,579
転入者数,高知県,2025年,女,30歳～34歳,362
転入者数,高知県,2025年,女,35歳～39歳,249
転入者数,高知県,2025年,女,40歳～44歳,188
転入者数,高知県,2025年,女,45歳～49歳,128
転入者数,高知県,2025年,女,50歳～54歳,162
転入者数,高知県,2025年,女,55歳～59歳,113
転入者数,高知県,2025年,女,60歳～64歳,80
転入者数,高知県,2025年,女,65歳～69歳,60
転入者数,高知県,2025年,女,70歳～74歳,56
転入者数,高知県,2025年,女,75歳～79歳,39
転入者数,高知県,2025年,女,80歳～84歳,50
転入者数,高知県,2025年,女,85歳～89歳,33
転入者数,高知県,2025年,女,90歳以上,24
転入者数,福岡県,2025年,総数,総数,102453
転入者数,福岡県,2025年,総数,0歳～4歳,4779
転入者数,福岡県,2025年,総数,5歳～9歳,2922
転入者数,福岡県,2025年,総数,10歳～14歳,1585
転入者数,福岡県,2025年,総数,15歳～19歳,7993
転入者数,福岡県,2025年,総数,20歳～24歳,23263
転入者数,福岡県,2025年,総数,25歳～29歳,18605
転入者数,福岡県,2025年,総数,30歳～34歳,11439
転入者数,福岡県,2025年,総数,35歳～39歳,7335
転入者数,福岡県,2025年,総数,40歳～44歳,5762
転入者数,福岡県,2025年,総数,45歳～49歳,4601
転入者数,福岡県,2025年,総数,50歳～54歳,4151
転入者数,福岡県,2025年,総数,55歳～59歳,3304
転入者数,福岡県,2025年,総数,60歳～64歳,2111
転入者数,福岡県,2025年,総数,65歳～69歳,1284
転入者数,福岡県,2025年,総数,70歳～74歳,919
転入者数,福岡県,2025年,総数,75歳～79歳,781
転入者数,福岡県,2025年,総数,80歳～84歳,585
転入者数,福岡県,2025年,総数,85歳～89歳,557
転入者数,福岡県,2025年,総数,90歳以上,477
転入者数,福岡県,2025年,男,総数,57159
転入者数,福岡県,2025年,男,0歳～4歳,2446
転入者数,福岡県,2025年,男,5歳～9歳,1464
転入者数,福岡県,2025年,男,10歳～14歳,788
転入者数,福岡県,2025年,男,15歳～19歳,4538
転入者数,福岡県,2025年,男,20歳～24歳,12483
転入者数,福岡県,2025年,男,25歳～29歳,10438
転入者数,福岡県,2025年,男,30歳～34歳,6461
転入者数,福岡県,2025年,男,35歳～39歳,4357
転入者数,福岡県,2025年,男,40歳～44歳,3498
転入者数,福岡県,2025年,男,45歳～49歳,2851
転入者数,福岡県,2025年,男,50歳～54歳,2523
転入者数,福岡県,2025年,男,55歳～59歳,2077
転入者数,福岡県,2025年,男,60歳～64歳,1314
転入者数,福岡県,2025年,男,65歳～69歳,735
転入者数,福岡県,2025年,男,70歳～74歳,454
転入者数,福岡県,2025年,男,75歳～79歳,319
転入者数,福岡県,2025年,男,80歳～84歳,176
転入者数,福岡県,2025年,男,85歳～89歳,144
転入者数,福岡県,2025年,男,90歳以上,93
転入者数,福岡県,2025年,女,総数,45294
転入者数,福岡県,2025年,女,0歳～4歳,2333
転入者数,福岡県,2025年,女,5歳～9歳,1458
転入者数,福岡県,2025年,女,10歳～14歳,797
転入者数,福岡県,2025年,女,15歳～19歳,3455
転入者数,福岡県,2025年,女,20歳～24歳,10780
転入者数,福岡県,2025年,女,25歳～29歳,8167
転入者数,福岡県,2025年,女,30歳～34歳,4978
転入者数,福岡県,2025年,女,35歳～39歳,2978
転入者数,福岡県,2025年,女,40歳～44歳,2264
転入者数,福岡県,2025年,女,45歳～49歳,1750
転入者数,福岡県,2025年,女,50歳～54歳,1628
転入者数,福岡県,2025年,女,55歳～59歳,1227
転入者数,福岡県,2025年,女,60歳～64歳,797
転入者数,福岡県,2025年,女,65歳～69歳,549
転入者数,福岡県,2025年,女,70歳～74歳,465
転入者数,福岡県,2025年,女,75歳～79歳,462
転入者数,福岡県,2025年,女,80歳～84歳,409
転入者数,福岡県,2025年,女,85歳～89歳,413
転入者数,福岡県,2025年,女,90歳以上,384
転入者数,佐賀県,2025年,総数,総数,15834
転入者数,佐賀県,2025年,総数,0歳～4歳,841
転入者数,佐賀県,2025年,総数,5歳～9歳,450
転入者数,佐賀県,2025年,総数,10歳～14歳,256
転入者数,佐賀県,2025年,総数,15歳～19歳,958
転入者数,佐賀県,2025年,総数,20歳～24歳,3258
転入者数,佐賀県,2025年,総数,25歳～29歳,2885
転入者数,佐賀県,2025年,総数,30歳～34歳,1795
転入者数,佐賀県,2025年,総数,35歳～39歳,1194
転入者数,佐賀県,2025年,総数,40歳～44歳,907
転入者数,佐賀県,2025年,総数,45歳～49歳,717
転入者数,佐賀県,2025年,総数,50歳～54歳,704
転入者数,佐賀県,2025年,総数,55歳～59歳,537
転入者数,佐賀県,2025年,総数,60歳～64歳,382
転入者数,佐賀県,2025年,総数,65歳～69歳,277
転入者数,佐賀県,2025年,総数,70歳～74歳,194
転入者数,佐賀県,2025年,総数,75歳～79歳,155
転入者数,佐賀県,2025年,総数,80歳～84歳,128
転入者数,佐賀県,2025年,総数,85歳～89歳,110
転入者数,佐賀県,2025年,総数,90歳以上,86
転入者数,佐賀県,2025年,男,総数,8900
転入者数,佐賀県,2025年,男,0歳～4歳,441
転入者数,佐賀県,2025年,男,5歳～9歳,219
転入者数,佐賀県,2025年,男,10歳～14歳,137
転入者数,佐賀県,2025年,男,15歳～19歳,538
転入者数,佐賀県,2025年,男,20歳～24歳,1786
転入者数,佐賀県,2025年,男,25歳～29歳,1629
転入者数,佐賀県,2025年,男,30歳～34歳,1003
転入者数,佐賀県,2025年,男,35歳～39歳,705
