種別,都道府県,年次,性別,年齢階級,人数
転出者数,福井県,2025年,男,30歳～34歳,840
転出者数,福井県,2025年,男,35歳～39歳,519
転出者数,福井県,2025年,男,40歳～44歳,395
転出者数,福井県,2025年,男,45歳～49歳,362
転出者数,福井県,2025年,男,50歳～54歳,362
転出者数,福井県,2025年,男,55歳～59歳,185
転出者数,福井県,2025年,男,60歳～64歳,136
転出者数,福井県,2025年,男,65歳～69歳,80
転出者数,福井県,2025年,男,70歳～74歳,38
転出者数,福井県,2025年,男,75歳～79歳,29
転出者数,福井県,2025年,男,80歳～84歳,25
転出者数,福井県,2025年,男,85歳～89歳,19
転出者数,福井県,2025年,男,90歳以上,17
転出者数,福井県,2025年,女,総数,5594
転出者数,福井県,2025年,女,0歳～4歳,215
転出者数,福井県,2025年,女,5歳～9歳,131
転出者数,福井県,2025年,女,10歳～14歳,60
転出者数,福井県,2025年,女,15歳～19歳,384
転出者数,福井県,2025年,女,20歳～24歳,1702
転出者数,福井県,2025年,女,25歳～29歳,1138
転出者数,福井県,2025年,女,30歳～34歳,585
転出者数,福井県,2025年,女,35歳～39歳,344
転出者数,福井県,2025年,女,40歳～44歳,221
転出者数,福井県,2025年,女,45歳～49歳,173
転出者数,福井県,2025年,女,50歳～54歳,188
転出者数,福井県,2025年,女,55歳～59歳,107
転出者数,福井県,2025年,女,60歳～64歳,78
転出者数,福井県,2025年,女,65歳～69歳,56
転出者数,福井県,2025年,女,70歳～74歳,37
転出者数,福井県,2025年,女,75歳～79歳,45
転出者数,福井県,2025年,女,80歳～84歳,47
転出者数,福井県,2025年,女,85歳～89歳,52
転出者数,福井県,2025年,女,90歳以上,31
転出者数,山梨県,2025年,総数,総数,15938
転出者数,山梨県,2025年,総数,0歳～4歳,484
転出者数,山梨県,2025年,総数,5歳～9歳,275
転出者数,山梨県,2025年,総数,10歳～14歳,155
転出者数,山梨県,2025年,総数,15歳～19歳,1064
転出者数,山梨県,2025年,総数,20歳～24歳,4627
転出者数,山梨県,2025年,総数,25歳～29歳,3048
転出者数,山梨県,2025年,総数,30歳～34歳,1779
転出者数,山梨県,2025年,総数,35歳～39歳,1010
転出者数,山梨県,2025年,総数,40歳～44歳,717
転出者数,山梨県,2025年,総数,45歳～49歳,608
転出者数,山梨県,2025年,総数,50歳～54歳,594
転出者数,山梨県,2025年,総数,55歳～59歳,475
転出者数,山梨県,2025年,総数,60歳～64歳,320
転出者数,山梨県,2025年,総数,65歳～69歳,209
転出者数,山梨県,2025年,総数,70歳～74歳,151
転出者数,山梨県,2025年,総数,75歳～79歳,135
転出者数,山梨県,2025年,総数,80歳～84歳,120
転出者数,山梨県,2025年,総数,85歳～89歳,80
転出者数,山梨県,2025年,総数,90歳以上,87
転出者数,山梨県,2025年,男,総数,9020
転出者数,山梨県,2025年,男,0歳～4歳,261
転出者数,山梨県,2025年,男,5歳～9歳,147
転出者数,山梨県,2025年,男,10歳～14歳,82
転出者数,山梨県,2025年,男,15歳～19歳,619
転出者数,山梨県,2025年,男,20歳～24歳,2447
転出者数,山梨県,2025年,男,25歳～29歳,1732
転出者数,山梨県,2025年,男,30歳～34歳,1078
転出者数,山梨県,2025年,男,35歳～39歳,623
転出者数,山梨県,2025年,男,40歳～44歳,438
転出者数,山梨県,2025年,男,45歳～49歳,370
転出者数,山梨県,2025年,男,50歳～54歳,375
転出者数,山梨県,2025年,男,55歳～59歳,304
転出者数,山梨県,2025年,男,60歳～64歳,196
転出者数,山梨県,2025年,男,65歳～69歳,110
転出者数,山梨県,2025年,男,70歳～74歳,84
転出者数,山梨県,2025年,男,75歳～79歳,57
転出者数,山梨県,2025年,男,80歳～84歳,45
転出者数,山梨県,2025年,男,85歳～89歳,29
転出者数,山梨県,2025年,男,90歳以上,23
転出者数,山梨県,2025年,女,総数,6918
転出者数,山梨県,2025年,女,0歳～4歳,223
転出者数,山梨県,2025年,女,5歳～9歳,128
転出者数,山梨県,2025年,女,10歳～14歳,73
転出者数,山梨県,2025年,女,15歳～19歳,445
転出者数,山梨県,2025年,女,20歳～24歳,2180
転出者数,山梨県,2025年,女,25歳～29歳,1316
転出者数,山梨県,2025年,女,30歳～34歳,701
転出者数,山梨県,2025年,女,35歳～39歳,387
転出者数,山梨県,2025年,女,40歳～44歳,279
転出者数,山梨県,2025年,女,45歳～49歳,238
転出者数,山梨県,2025年,女,50歳～54歳,219
転出者数,山梨県,2025年,女,55歳～59歳,171
転出者数,山梨県,2025年,女,60歳～64歳,124
転出者数,山梨県,2025年,女,65歳～69歳,99
転出者数,山梨県,2025年,女,70歳～74歳,67
転出者数,山梨県,2025年,女,75歳～79歳,78
転出者数,山梨県,2025年,女,80歳～84歳,75
転出者数,山梨県,2025年,女,85歳～89歳,51
転出者数,山梨県,2025年,女,90歳以上,64
転出者数,長野県,2025年,総数,総数,33136
転出者数,長野県,2025年,総数,0歳～4歳,951
転出者数,長野県,2025年,総数,5歳～9歳,577
転出者数,長野県,2025年,総数,10歳～14歳,402
転出者数,長野県,2025年,総数,15歳～19歳,2816
転出者数,長野県,2025年,総数,20歳～24歳,9260
転出者数,長野県,2025年,総数,25歳～29歳,6342
転出者数,長野県,2025年,総数,30歳～34歳,3377
転出者数,長野県,2025年,総数,35歳～39歳,2158
転出者数,長野県,2025年,総数,40歳～44歳,1491
転出者数,長野県,2025年,総数,45歳～49歳,1293
転出者数,長野県,2025年,総数,50歳～54歳,1325
転出者数,長野県,2025年,総数,55歳～59歳,973
転出者数,長野県,2025年,総数,60歳～64歳,620
転出者数,長野県,2025年,総数,65歳～69歳,372
転出者数,長野県,2025年,総数,70歳～74歳,283
転出者数,長野県,2025年,総数,75歳～79歳,300
転出者数,長野県,2025年,総数,80歳～84歳,231
転出者数,長野県,2025年,総数,85歳～89歳,196
転出者数,長野県,2025年,総数,90歳以上,169
転出者数,長野県,2025年,男,総数,18336
転出者数,長野県,2025年,男,0歳～4歳,485
転出者数,長野県,2025年,男,5歳～9歳,282
転出者数,長野県,2025年,男,10歳～14歳,214
転出者数,長野県,2025年,男,15歳～19歳,1505
転出者数,長野県,2025年,男,20歳～24歳,4892
転出者数,長野県,2025年,男,25歳～29歳,3588
転出者数,長野県,2025年,男,30歳～34歳,1993
転出者数,長野県,2025年,男,35歳～39歳,1276
転出者数,長野県,2025年,男,40歳～44歳,882
転出者数,長野県,2025年,男,45歳～49歳,783
転出者数,長野県,2025年,男,50歳～54歳,800
転出者数,長野県,2025年,男,55歳～59歳,611
転出者数,長野県,2025年,男,60歳～64歳,362
転出者数,長野県,2025年,男,65歳～69歳,202
転出者数,長野県,2025年,男,70歳～74歳,137
転出者数,長野県,2025年,男,75歳～79歳,138
転出者数,長野県,2025年,男,80歳～84歳,78
転出者数,長野県,2025年,男,85歳～89歳,72
転出者数,長野県,2025年,男,90歳以上,36
転出者数,長野県,2025年,女,総数,14800
転出者数,長野県,2025年,女,0歳～4歳,466
転出者数,長野県,2025年,女,5歳～9歳,295
転出者数,長野県,2025年,女,10歳～14歳,188
転出者数,長野県,2025年,女,15歳～19歳,1311
転出者数,長野県,2025年,女,20歳～24歳,4368
転出者数,長野県,2025年,女,25歳～29歳,2754
転出者数,長野県,2025年,女,30歳～34歳,1384
転出者数,長野県,2025年,女,35歳～39歳,882
転出者数,長野県,2025年,女,40歳～44歳,609
転出者数,長野県,2025年,女,45歳～49歳,510
転出者数,長野県,2025年,女,50歳～54歳,525
転出者数,長野県,2025年,女,55歳～59歳,362
転出者数,長野県,2025年,女,60歳～64歳,258
転出者数,長野県,2025年,女,65歳～69歳,170
転出者数,長野県,2025年,女,70歳～74歳,146
転出者数,長野県,2025年,女,75歳～79歳,162
転出者数,長野県,2025年,女,80歳～84歳,153
転出者数,長野県,2025年,女,85歳～89歳,124
転出者数,長野県,2025年,女,90歳以上,133
転出者数,岐阜県,2025年,総数,総数,36697
転出者数,岐阜県,2025年,総数,0歳～4歳,1136
転出者数,岐阜県,2025年,総数,5歳～9歳,586
転出者数,岐阜県,2025年,総数,10歳～14歳,353
転出者数,岐阜県,2025年,総数,15歳～19歳,2416
転出者数,岐阜県,2025年,総数,20歳～24歳,9888
転出者数,岐阜県,2025年,総数,25歳～29歳,8048
転出者数,岐阜県,2025年,総数,30歳～34歳,4505
転出者数,岐阜県,2025年,総数,35歳～39歳,2641
転出者数,岐阜県,2025年,総数,40歳～44歳,1688
転出者数,岐阜県,2025年,総数,45歳～49歳,1349
転出者数,岐阜県,2025年,総数,50歳～54歳,1240
転出者数,岐阜県,2025年,総数,55歳～59歳,808
転出者数,岐阜県,2025年,総数,60歳～64歳,546
転出者数,岐阜県,2025年,総数,65歳～69歳,355
転出者数,岐阜県,2025年,総数,70歳～74歳,277
転出者数,岐阜県,2025年,総数,75歳～79歳,272
転出者数,岐阜県,2025年,総数,80歳～84歳,220
転出者数,岐阜県,2025年,総数,85歳～89歳,193
転出者数,岐阜県,2025年,総数,90歳以上,176
転出者数,岐阜県,2025年,男,総数,20195
転出者数,岐阜県,2025年,男,0歳～4歳,554
転出者数,岐阜県,2025年,男,5歳～9歳,287
転出者数,岐阜県,2025年,男,10歳～14歳,183
転出者数,岐阜県,2025年,男,15歳～19歳,1417
転出者数,岐阜県,2025年,男,20歳～24歳,5262
転出者数,岐阜県,2025年,男,25歳～29歳,4257
転出者数,岐阜県,2025年,男,30歳～34歳,2642
転出者数,岐阜県,2025年,男,35歳～39歳,1597
転出者数,岐阜県,2025年,男,40歳～44歳,1036
転出者数,岐阜県,2025年,男,45歳～49歳,816
転出者数,岐阜県,2025年,男,50歳～54歳,742
転出者数,岐阜県,2025年,男,55歳～59歳,491
転出者数,岐阜県,2025年,男,60歳～64歳,325
転出者数,岐阜県,2025年,男,65歳～69歳,181
転出者数,岐阜県,2025年,男,70歳～74歳,126
転出者数,岐阜県,2025年,男,75歳～79歳,114
転出者数,岐阜県,2025年,男,80歳～84歳,68
転出者数,岐阜県,2025年,男,85歳～89歳,44
転出者数,岐阜県,2025年,男,90歳以上,53
転出者数,岐阜県,2025年,女,総数,16502
転出者数,岐阜県,2025年,女,0歳～4歳,582
転出者数,岐阜県,2025年,女,5歳～9歳,299
転出者数,岐阜県,2025年,女,10歳～14歳,170
転出者数,岐阜県,2025年,女,15歳～19歳,999
転出者数,岐阜県,2025年,女,20歳～24歳,4626
転出者数,岐阜県,2025年,女,25歳～29歳,3791
転出者数,岐阜県,2025年,女,30歳～34歳,1863
転出者数,岐阜県,2025年,女,35歳～39歳,1044
転出者数,岐阜県,2025年,女,40歳～44歳,652
転出者数,岐阜県,2025年,女,45歳～49歳,533
転出者数,岐阜県,2025年,女,50歳～54歳,498
転出者数,岐阜県,2025年,女,55歳～59歳,317
転出者数,岐阜県,2025年,女,60歳～64歳,221
転出者数,岐阜県,2025年,女,65歳～69歳,174
転出者数,岐阜県,2025年,女,70歳～74歳,151
転出者数,岐阜県,2025年,女,75歳～79歳,158
転出者数,岐阜県,2025年,女,80歳～84歳,152
転出者数,岐阜県,2025年,女,85歳～89歳,149
転出者数,岐阜県,2025年,女,90歳以上,123
転出者数,静岡県,2025年,総数,総数,62587
転出者数,静岡県,2025年,総数,0歳～4歳,2259
転出者数,静岡県,2025年,総数,5歳～9歳,1263
転出者数,静岡県,2025年,総数,10歳～14歳,743
転出者数,静岡県,2025年,総数,15歳～19歳,4952
転出者数,静岡県,2025年,総数,20歳～24歳,15851
転出者数,静岡県,2025年,総数,25歳～29歳,12294
転出者数,静岡県,2025年,総数,30歳～34歳,7256
転出者数,静岡県,2025年,総数,35歳～39歳,4324
転出者数,静岡県,2025年,総数,40歳～44歳,3065
転出者数,静岡県,2025年,総数,45歳～49歳,2479
転出者数,静岡県,2025年,総数,50歳～54歳,2370
転出者数,静岡県,2025年,総数,55歳～59歳,1733
転出者数,静岡県,2025年,総数,60歳～64歳,1134
転出者数,静岡県,2025年,総数,65歳～69歳,681
転出者数,静岡県,2025年,総数,70歳～74歳,531
転出者数,静岡県,2025年,総数,75歳～79歳,540
転出者数,静岡県,2025年,総数,80歳～84歳,508
転出者数,静岡県,2025年,総数,85歳～89歳,340
転出者数,静岡県,2025年,総数,90歳以上,264
転出者数,静岡県,2025年,男,総数,35972
転出者数,静岡県,2025年,男,0歳～4歳,1177
転出者数,静岡県,2025年,男,5歳～9歳,611
転出者数,静岡県,2025年,男,10歳～14歳,353
転出者数,静岡県,2025年,男,15歳～19歳,2928
転出者数,静岡県,2025年,男,20歳～24歳,8759
転出者数,静岡県,2025年,男,25歳～29歳,7032
転出者数,静岡県,2025年,男,30歳～34歳,4390
転出者数,静岡県,2025年,男,35歳～39歳,2686
転出者数,静岡県,2025年,男,40歳～44歳,1953
転出者数,静岡県,2025年,男,45歳～49歳,1573
転出者数,静岡県,2025年,男,50歳～54歳,1510
転出者数,静岡県,2025年,男,55歳～59歳,1097
転出者数,静岡県,2025年,男,60歳～64歳,698
転出者数,静岡県,2025年,男,65歳～69歳,398
転出者数,静岡県,2025年,男,70歳～74歳,253
転出者数,静岡県,2025年,男,75歳～79歳,223
転出者数,静岡県,2025年,男,80歳～84歳,180
転出者数,静岡県,2025年,男,85歳～89歳,97
転出者数,静岡県,2025年,男,90歳以上,54
転出者数,静岡県,2025年,女,総数,26615
転出者数,静岡県,2025年,女,0歳～4歳,1082
転出者数,静岡県,2025年,女,5歳～9歳,652
転出者数,静岡県,2025年,女,10歳～14歳,390
転出者数,静岡県,2025年,女,15歳～19歳,2024
転出者数,静岡県,2025年,女,20歳～24歳,7092
転出者数,静岡県,2025年,女,25歳～29歳,5262
転出者数,静岡県,2025年,女,30歳～34歳,2866
転出者数,静岡県,2025年,女,35歳～39歳,1638
転出者数,静岡県,2025年,女,40歳～44歳,1112
転出者数,静岡県,2025年,女,45歳～49歳,906
転出者数,静岡県,2025年,女,50歳～54歳,860
転出者数,静岡県,2025年,女,55歳～59歳,636
転出者数,静岡県,2025年,女,60歳～64歳,436
転出者数,静岡県,2025年,女,65歳～69歳,283
転出者数,静岡県,2025年,女,70歳～74歳,278
転出者数,静岡県,2025年,女,75歳～79歳,317
転出者数,静岡県,2025年,女,80歳～84歳,328
転出者数,静岡県,2025年,女,85歳～89歳,243
転出者数,静岡県,2025年,女,90歳以上,210
転出者数,愛知県,2025年,総数,総数,127037
転出者数,愛知県,2025年,総数,0歳～4歳,5336
転出者数,愛知県,2025年,総数,5歳～9歳,2863
転出者数,愛知県,2025年,総数,10歳～14歳,1529
転出者数,愛知県,2025年,総数,15歳～19歳,7154
転出者数,愛知県,2025年,総数,20歳～24歳,29088
転出者数,愛知県,2025年,総数,25歳～29歳,27081
転出者数,愛知県,2025年,総数,30歳～34歳,16167
転出者数,愛知県,2025年,総数,35歳～39歳,10010
転出者数,愛知県,2025年,総数,40歳～44歳,7048
転出者数,愛知県,2025年,総数,45歳～49歳,5296
転出者数,愛知県,2025年,総数,50歳～54歳,4966
転出者数,愛知県,2025年,総数,55歳～59歳,3666
転出者数,愛知県,2025年,総数,60歳～64歳,2281
転出者数,愛知県,2025年,総数,65歳～69歳,1408
転出者数,愛知県,2025年,総数,70歳～74歳,877
転出者数,愛知県,2025年,総数,75歳～79歳,804
転出者数,愛知県,2025年,総数,80歳～84歳,596
転出者数,愛知県,2025年,総数,85歳～89歳,546
転出者数,愛知県,2025年,総数,90歳以上,321
転出者数,愛知県,2025年,男,総数,75744
転出者数,愛知県,2025年,男,0歳～4歳,2670
転出者数,愛知県,2025年,男,5歳～9歳,1415
転出者数,愛知県,2025年,男,10歳～14歳,767
転出者数,愛知県,2025年,男,15歳～19歳,4276
転出者数,愛知県,2025年,男,20歳～24歳,17133
転出者数,愛知県,2025年,男,25歳～29歳,15962
転出者数,愛知県,2025年,男,30歳～34歳,9793
転出者数,愛知県,2025年,男,35歳～39歳,6357
転出者数,愛知県,2025年,男,40歳～44歳,4566
転出者数,愛知県,2025年,男,45歳～49歳,3451
転出者数,愛知県,2025年,男,50歳～54歳,3231
転出者数,愛知県,2025年,男,55歳～59歳,2390
転出者数,愛知県,2025年,男,60歳～64歳,1494
転出者数,愛知県,2025年,男,65歳～69歳,881
転出者数,愛知県,2025年,男,70歳～74歳,503
転出者数,愛知県,2025年,男,75歳～79歳,363
転出者数,愛知県,2025年,男,80歳～84歳,225
転出者数,愛知県,2025年,男,85歳～89歳,177
転出者数,愛知県,2025年,男,90歳以上,90
転出者数,愛知県,2025年,女,総数,51293
転出者数,愛知県,2025年,女,0歳～4歳,2666
転出者数,愛知県,2025年,女,5歳～9歳,1448
転出者数,愛知県,2025年,女,10歳～14歳,762
転出者数,愛知県,2025年,女,15歳～19歳,2878
転出者数,愛知県,2025年,女,20歳～24歳,11955
転出者数,愛知県,2025年,女,25歳～29歳,11119
転出者数,愛知県,2025年,女,30歳～34歳,6374
転出者数,愛知県,2025年,女,35歳～39歳,3653
転出者数,愛知県,2025年,女,40歳～44歳,2482
転出者数,愛知県,2025年,女,45歳～49歳,1845
転出者数,愛知県,2025年,女,50歳～54歳,1735
転出者数,愛知県,2025年,女,55歳～59歳,1276
転出者数,愛知県,2025年,女,60歳～64歳,787
転出者数,愛知県,2025年,女,65歳～69歳,527
転出者数,愛知県,2025年,女,70歳～74歳,374
転出者数,愛知県,2025年,女,75歳～79歳,441
転出者数,愛知県,2025年,女,80歳～84歳,371
転出者数,愛知県,2025年,女,85歳～89歳,369
転出者数,愛知県,2025年,女,90歳以上,231
転出者数,三重県,2025年,総数,総数,35434
転出者数,三重県,2025年,総数,0歳～4歳,1196
転出者数,三重県,2025年,総数,5歳～9歳,698
転出者数,三重県,2025年,総数,10歳～14歳,432
転出者数,三重県,2025年,総数,15歳～19歳,2280
転出者数,三重県,2025年,総数,20歳～24歳,9003
転出者数,三重県,2025年,総数,25歳～29歳,7439
転出者数,三重県,2025年,総数,30歳～34歳,4149
転出者数,三重県,2025年,総数,35歳～39歳,2488
転出者数,三重県,2025年,総数,40歳～44歳,1895
転出者数,三重県,2025年,総数,45歳～49歳,1419
転出者数,三重県,2025年,総数,50歳～54歳,1414
転出者数,三重県,2025年,総数,55歳～59歳,932
転出者数,三重県,2025年,総数,60歳～64歳,616
転出者数,三重県,2025年,総数,65歳～69歳,358
転出者数,三重県,2025年,総数,70歳～74歳,241
転出者数,三重県,2025年,総数,75歳～79歳,255
転出者数,三重県,2025年,総数,80歳～84歳,235
転出者数,三重県,2025年,総数,85歳～89歳,222
転出者数,三重県,2025年,総数,90歳以上,162
転出者数,三重県,2025年,男,総数,20738
転出者数,三重県,2025年,男,0歳～4歳,608
転出者数,三重県,2025年,男,5歳～9歳,342
転出者数,三重県,2025年,男,10歳～14歳,227
転出者数,三重県,2025年,男,15歳～19歳,1347
転出者数,三重県,2025年,男,20歳～24歳,5052
転出者数,三重県,2025年,男,25歳～29歳,4345
転出者数,三重県,2025年,男,30歳～34歳,2537
転出者数,三重県,2025年,男,35歳～39歳,1587
転出者数,三重県,2025年,男,40歳～44歳,1234
転出者数,三重県,2025年,男,45歳～49歳,947
転出者数,三重県,2025年,男,50歳～54歳,921
転出者数,三重県,2025年,男,55歳～59歳,588
転出者数,三重県,2025年,男,60歳～64歳,373
転出者数,三重県,2025年,男,65歳～69歳,210
転出者数,三重県,2025年,男,70歳～74歳,118
転出者数,三重県,2025年,男,75歳～79歳,114
転出者数,三重県,2025年,男,80歳～84歳,80
転出者数,三重県,2025年,男,85歳～89歳,72
転出者数,三重県,2025年,男,90歳以上,36
転出者数,三重県,2025年,女,総数,14696
転出者数,三重県,2025年,女,0歳～4歳,588
転出者数,三重県,2025年,女,5歳～9歳,356
転出者数,三重県,2025年,女,10歳～14歳,205
転出者数,三重県,2025年,女,15歳～19歳,933
転出者数,三重県,2025年,女,20歳～24歳,3951
転出者数,三重県,2025年,女,25歳～29歳,3094
転出者数,三重県,2025年,女,30歳～34歳,1612
転出者数,三重県,2025年,女,35歳～39歳,901
転出者数,三重県,2025年,女,40歳～44歳,661
転出者数,三重県,2025年,女,45歳～49歳,472
転出者数,三重県,2025年,女,50歳～54歳,493
転出者数,三重県,2025年,女,55歳～59歳,344
転出者数,三重県,2025年,女,60歳～64歳,243
転出者数,三重県,2025年,女,65歳～69歳,148
転出者数,三重県,2025年,女,70歳～74歳,123
転出者数,三重県,2025年,女,75歳～79歳,141
転出者数,三重県,2025年,女,80歳～84歳,155
転出者数,三重県,2025年,女,85歳～89歳,150
転出者数,三重県,2025年,女,90歳以上,126
転出者数,滋賀県,2025年,総数,総数,29444
転出者数,滋賀県,2025年,総数,0歳～4歳,1030
転出者数,滋賀県,2025年,総数,5歳～9歳,531
転出者数,滋賀県,2025年,総数,10歳～14歳,318
転出者数,滋賀県,2025年,総数,15歳～19歳,1476
転出者数,滋賀県,2025年,総数,20歳～24歳,7745
転出者数,滋賀県,2025年,総数,25歳～29歳,6313
転出者数,滋賀県,2025年,総数,30歳～34歳,3562
転出者数,滋賀県,2025年,総数,35歳～39歳,2066
転出者数,滋賀県,2025年,総数,40歳～44歳,1392
転出者数,滋賀県,2025年,総数,45歳～49歳,1175
転出者数,滋賀県,2025年,総数,50歳～54歳,1108
転出者数,滋賀県,2025年,総数,55歳～59歳,851
転出者数,滋賀県,2025年,総数,60歳～64歳,553
転出者数,滋賀県,2025年,総数,65歳～69歳,337
転出者数,滋賀県,2025年,総数,70歳～74歳,248
転出者数,滋賀県,2025年,総数,75歳～79歳,272
転出者数,滋賀県,2025年,総数,80歳～84歳,195
転出者数,滋賀県,2025年,総数,85歳～89歳,162
転出者数,滋賀県,2025年,総数,90歳以上,110
転出者数,滋賀県,2025年,男,総数,17217
転出者数,滋賀県,2025年,男,0歳～4歳,513
転出者数,滋賀県,2025年,男,5歳～9歳,283
転出者数,滋賀県,2025年,男,10歳～14歳,164
転出者数,滋賀県,2025年,男,15歳～19歳,959
転出者数,滋賀県,2025年,男,20歳～24歳,4476
転出者数,滋賀県,2025年,男,25歳～29歳,3591
転出者数,滋賀県,2025年,男,30歳～34歳,2132
転出者数,滋賀県,2025年,男,35歳～39歳,1318
転出者数,滋賀県,2025年,男,40歳～44歳,850
転出者数,滋賀県,2025年,男,45歳～49歳,763
転出者数,滋賀県,2025年,男,50歳～54歳,685
転出者数,滋賀県,2025年,男,55歳～59歳,547
転出者数,滋賀県,2025年,男,60歳～64歳,341
転出者数,滋賀県,2025年,男,65歳～69歳,190
転出者数,滋賀県,2025年,男,70歳～74歳,133
転出者数,滋賀県,2025年,男,75歳～79歳,111
転出者数,滋賀県,2025年,男,80歳～84歳,73
転出者数,滋賀県,2025年,男,85歳～89歳,56
転出者数,滋賀県,2025年,男,90歳以上,32
転出者数,滋賀県,2025年,女,総数,12227
転出者数,滋賀県,2025年,女,0歳～4歳,517
転出者数,滋賀県,2025年,女,5歳～9歳,248
転出者数,滋賀県,2025年,女,10歳～14歳,154
転出者数,滋賀県,2025年,女,15歳～19歳,517
転出者数,滋賀県,2025年,女,20歳～24歳,3269
転出者数,滋賀県,2025年,女,25歳～29歳,2722
転出者数,滋賀県,2025年,女,30歳～34歳,1430
転出者数,滋賀県,2025年,女,35歳～39歳,748
転出者数,滋賀県,2025年,女,40歳～44歳,542
転出者数,滋賀県,2025年,女,45歳～49歳,412
転出者数,滋賀県,2025年,女,50歳～54歳,423
転出者数,滋賀県,2025年,女,55歳～59歳,304
転出者数,滋賀県,2025年,女,60歳～64歳,212
転出者数,滋賀県,2025年,女,65歳～69歳,147
転出者数,滋賀県,2025年,女,70歳～74歳,115
転出者数,滋賀県,2025年,女,75歳～79歳,161
転出者数,滋賀県,2025年,女,80歳～84歳,122
転出者数,滋賀県,2025年,女,85歳～89歳,106
転出者数,滋賀県,2025年,女,90歳以上,78
転出者数,京都府,2025年,総数,総数,62183
転出者数,京都府,2025年,総数,0歳～4歳,2217
転出者数,京都府,2025年,総数,5歳～9歳,1062
転出者数,京都府,2025年,総数,10歳～14歳,632
転出者数,京都府,2025年,総数,15歳～19歳,2619
転出者数,京都府,2025年,総数,20歳～24歳,16178
転出者数,京都府,2025年,総数,25歳～29歳,14208
転出者数,京都府,2025年,総数,30歳～34歳,7667
転出者数,京都府,2025年,総数,35歳～39歳,4222
転出者数,京都府,2025年,総数,40歳～44歳,2828
転出者数,京都府,2025年,総数,45歳～49歳,2248
転出者数,京都府,2025年,総数,50歳～54歳,2182
転出者数,京都府,2025年,総数,55歳～59歳,1618
転出者数,京都府,2025年,総数,60歳～64歳,1116
転出者数,京都府,2025年,総数,65歳～69歳,774
転出者数,京都府,2025年,総数,70歳～74歳,667
転出者数,京都府,2025年,総数,75歳～79歳,626
転出者数,京都府,2025年,総数,80歳～84歳,542
転出者数,京都府,2025年,総数,85歳～89歳,432
転出者数,京都府,2025年,総数,90歳以上,345
転出者数,京都府,2025年,男,総数,33519
転出者数,京都府,2025年,男,0歳～4歳,1127
転出者数,京都府,2025年,男,5歳～9歳,508
転出者数,京都府,2025年,男,10歳～14歳,307
転出者数,京都府,2025年,男,15歳～19歳,1576
転出者数,京都府,2025年,男,20歳～24歳,8852
転出者数,京都府,2025年,男,25歳～29歳,7430
転出者数,京都府,2025年,男,30歳～34歳,4085
転出者数,京都府,2025年,男,35歳～39歳,2356
転出者数,京都府,2025年,男,40歳～44歳,1643
転出者数,京都府,2025年,男,45歳～49歳,1339
転出者数,京都府,2025年,男,50歳～54歳,1275
転出者数,京都府,2025年,男,55歳～59歳,939
転出者数,京都府,2025年,男,60歳～64歳,631
転出者数,京都府,2025年,男,65歳～69歳,421
転出者数,京都府,2025年,男,70歳～74歳,347
転出者数,京都府,2025年,男,75歳～79歳,277
転出者数,京都府,2025年,男,80歳～84歳,183
転出者数,京都府,2025年,男,85歳～89歳,130
転出者数,京都府,2025年,男,90歳以上,93
転出者数,京都府,2025年,女,総数,28664
転出者数,京都府,2025年,女,0歳～4歳,1090
転出者数,京都府,2025年,女,5歳～9歳,554
転出者数,京都府,2025年,女,10歳～14歳,325
転出者数,京都府,2025年,女,15歳～19歳,1043
転出者数,京都府,2025年,女,20歳～24歳,7326
転出者数,京都府,2025年,女,25歳～29歳,6778
転出者数,京都府,2025年,女,30歳～34歳,3582
転出者数,京都府,2025年,女,35歳～39歳,1866
転出者数,京都府,2025年,女,40歳～44歳,1185
転出者数,京都府,2025年,女,45歳～49歳,909
転出者数,京都府,2025年,女,50歳～54歳,907
転出者数,京都府,2025年,女,55歳～59歳,679
転出者数,京都府,2025年,女,60歳～64歳,485
転出者数,京都府,2025年,女,65歳～69歳,353
転出者数,京都府,2025年,女,70歳～74歳,320
転出者数,京都府,2025年,女,75歳～79歳,349
転出者数,京都府,2025年,女,80歳～84歳,359
転出者数,京都府,2025年,女,85歳～89歳,302
転出者数,京都府,2025年,女,90歳以上,252
転出者数,大阪府,2025年,総数,総数,168565
転出者数,大阪府,2025年,総数,0歳～4歳,7697
転出者数,大阪府,2025年,総数,5歳～9歳,3468
転出者数,大阪府,2025年,総数,10歳～14歳,1752
転出者数,大阪府,2025年,総数,15歳～19歳,6216
転出者数,大阪府,2025年,総数,20歳～24歳,37197
転出者数,大阪府,2025年,総数,25歳～29歳,37666
転出者数,大阪府,2025年,総数,30歳～34歳,22605
転出者数,大阪府,2025年,総数,35歳～39歳,13100
転出者数,大阪府,2025年,総数,40歳～44歳,8548
転出者数,大阪府,2025年,総数,45歳～49歳,6541
転出者数,大阪府,2025年,総数,50歳～54歳,6396
転出者数,大阪府,2025年,総数,55歳～59歳,5086
転出者数,大阪府,2025年,総数,60歳～64歳,3422
転出者数,大阪府,2025年,総数,65歳～69歳,2140
転出者数,大阪府,2025年,総数,70歳～74歳,1695
転出者数,大阪府,2025年,総数,75歳～79歳,1572
転出者数,大阪府,2025年,総数,80歳～84歳,1346
転出者数,大阪府,2025年,総数,85歳～89歳,1226
