"統計名：","住民基本台帳人口移動報告 年報（実数）"
"表番号：","1"
"表題：","男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2010年～）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","/表章項目 コード","01","01","01","02","02","02","03","03","03","04","04","04"
"","","","","","","","","","/表章項目 補助コード","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","/表章項目","都道府県（自都市）内移動者数【人】","都道府県（自都市）内移動者数【人】","都道府県（自都市）内移動者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）への転出者数【人】","他都道府県（他市町村）への転出者数【人】","他都道府県（他市町村）への転出者数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】"
"","","","","","","","","","/性別 コード","0","1","2","0","1","2","0","1","2","0","1","2"
"","","","","","","","","","/性別 補助コード","-","-","-","-","-","-","-","-","-","-","-","-"
"国籍 コード","国籍 補助コード","国籍","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","地域 コード","地域 補助コード","地域","/性別","総数","男","女","総数","男","女","総数","男","女","総数","男","女"
"60000","","移動者","2024000000","","2024年","10000","","群馬県","","26,788","14,217","12,571","36,585","22,196","14,389","37,560","22,226","15,334","-975","-30","-945"
"60000","","移動者","2024000000","","2024年","11000","","埼玉県","","144,138","74,695","69,443","188,201","103,727","84,474","166,465","92,382","74,083","21,736","11,345","10,391"
"60000","","移動者","2024000000","","2024年","12000","","千葉県","","124,165","64,942","59,223","163,914","90,292","73,622","156,055","89,267","66,788","7,859","1,025","6,834"
"60000","","移動者","2024000000","","2024年","13000","","東京都","","466,611","238,043","228,568","461,454","244,669","216,785","382,169","207,556","174,613","79,285","37,113","42,172"
"60000","","移動者","2024000000","","2024年","14000","","神奈川県","","211,954","109,588","102,366","234,079","128,903","105,176","207,116","114,602","92,514","26,963","14,301","12,662"
"60000","","移動者","2024000000","","2024年","15000","","新潟県","","31,492","15,742","15,750","22,467","13,275","9,192","28,249","15,599","12,650","-5,782","-2,324","-3,458"
"60000","","移動者","2024000000","","2024年","16000","","富山県","","10,840","5,535","5,305","13,714","8,324","5,390","15,833","9,041","6,792","-2,119","-717","-1,402"
"60000","","移動者","2024000000","","2024年","17000","","石川県","","16,555","8,165","8,390","18,071","10,834","7,237","22,247","12,501","9,746","-4,176","-1,667","-2,509"
"60000","","移動者","2024000000","","2024年","18000","","福井県","","8,168","4,062","4,106","10,573","6,232","4,341","12,263","6,937","5,326","-1,690","-705","-985"
"60000","","移動者","2024000000","","2024年","19000","","山梨県","","13,105","6,712","6,393","15,653","9,003","6,650","15,571","8,818","6,753","82","185","-103"
"60000","","移動者","2024000000","","2024年","20000","","長野県","","32,244","16,407","15,837","30,918","17,369","13,549","32,448","18,206","14,242","-1,530","-837","-693"
"60000","","移動者","2024000000","","2024年","21000","","岐阜県","","26,802","13,667","13,135","31,372","17,713","13,659","36,610","20,323","16,287","-5,238","-2,610","-2,628"
"60000","","移動者","2024000000","","2024年","22000","","静岡県","","58,302","31,234","27,068","56,379","33,021","23,358","63,650","36,640","27,010","-7,271","-3,619","-3,652"
