"tab_code","表章項目","area_code","都道府県","time_code","時間軸(年次)","unit","value"
"10040","出生数","03000","岩手県","2023000000","2023年","人","5432"
"10040","出生数","03000","岩手県","2022000000","2022年","人","5788"
"10040","出生数","03000","岩手県","2021000000","2021年","人","6472"
"10040","出生数","03000","岩手県","2020000000","2020年","人","6718"
"10040","出生数","03000","岩手県","2019000000","2019年","人","6974"
"10040","出生数","03000","岩手県","2018000000","2018年","人","7615"
"10040","出生数","03000","岩手県","2017000000","2017年","人","8175"
"10040","出生数","03000","岩手県","2016000000","2016年","人","8342"
"10040","出生数","03000","岩手県","2015000000","2015年","人","8814"
"10040","出生数","03000","岩手県","2014000000","2014年","人","8803"
"10040","出生数","03000","岩手県","2013000000","2013年","人","9231"
"10040","出生数","03000","岩手県","2010000000","2010年","人","9745"
"10040","出生数","03000","岩手県","2005000000","2005年","人","10545"
"10040","出生数","03000","岩手県","2000000000","2000年","人","12410"
"10040","出生数","03000","岩手県","1995000000","1995年","人","13021"
"10040","出生数","03000","岩手県","1990000000","1990年","人","14254"
"10040","出生数","03000","岩手県","1985000000","1985年","人","17232"
"10040","出生数","03000","岩手県","1980000000","1980年","人","19638"
"10040","出生数","03000","岩手県","1975000000","1975年","人","22182"
"10040","出生数","03000","岩手県","1970000000","1970年","人","22077"
"10040","出生数","03000","岩手県","1965000000","1965年","人","24629"
"10040","出生数","03000","岩手県","1960000000","1960年","人","27827"
"10040","出生数","03000","岩手県","1955000000","1955年","人","34704"
"10040","出生数","03000","岩手県","1950000000","1950年","人","45664"
"10040","出生数","03000","岩手県","1947000000","1947年","人","46083"
"10040","出生数","03000","岩手県","1935000000","1935年","人","40429"
"10040","出生数","04000","宮城県","2024000000","2024年","人","11242"
"10040","出生数","04000","宮城県","2023000000","2023年","人","12328"
"10040","出生数","04000","宮城県","2022000000","2022年","人","12852"
"10040","出生数","04000","宮城県","2021000000","2021年","人","13761"
"10040","出生数","04000","宮城県","2020000000","2020年","人","14480"
"10040","出生数","04000","宮城県","2019000000","2019年","人","14947"
"10040","出生数","04000","宮城県","2018000000","2018年","人","16211"
"10040","出生数","04000","宮城県","2017000000","2017年","人","16681"
"10040","出生数","04000","宮城県","2016000000","2016年","人","17399"
"10040","出生数","04000","宮城県","2015000000","2015年","人","18023"
"10040","出生数","04000","宮城県","2014000000","2014年","人","18069"
"10040","出生数","04000","宮城県","2013000000","2013年","人","18949"
"10040","出生数","04000","宮城県","2010000000","2010年","人","19126"
"10040","出生数","04000","宮城県","2005000000","2005年","人","19326"
"10040","出生数","04000","宮城県","2000000000","2000年","人","22154"
"10040","出生数","04000","宮城県","1995000000","1995年","人","22267"
"10040","出生数","04000","宮城県","1990000000","1990年","人","23324"
"10040","出生数","04000","宮城県","1985000000","1985年","人","28025"
"10040","出生数","04000","宮城県","1980000000","1980年","人","31129"
"10040","出生数","04000","宮城県","1975000000","1975年","人","32760"
"10040","出生数","04000","宮城県","1970000000","1970年","人","30428"
"10040","出生数","04000","宮城県","1965000000","1965年","人","29240"
"10040","出生数","04000","宮城県","1960000000","1960年","人","31363"
"10040","出生数","04000","宮城県","1955000000","1955年","人","38509"
"10040","出生数","04000","宮城県","1950000000","1950年","人","53224"
"10040","出生数","04000","宮城県","1947000000","1947年","人","55512"
"10040","出生数","04000","宮城県","1935000000","1935年","人","45039"
"10040","出生数","05000","秋田県","2024000000","2024年","人","3282"
"10040","出生数","05000","秋田県","2023000000","2023年","人","3611"
"10040","出生数","05000","秋田県","2022000000","2022年","人","3992"
"10040","出生数","05000","秋田県","2021000000","2021年","人","4335"
"10040","出生数","05000","秋田県","2020000000","2020年","人","4499"
"10040","出生数","05000","秋田県","2019000000","2019年","人","4696"
"10040","出生数","05000","秋田県","2018000000","2018年","人","5040"
"10040","出生数","05000","秋田県","2017000000","2017年","人","5396"
"10040","出生数","05000","秋田県","2016000000","2016年","人","5666"
"10040","出生数","05000","秋田県","2015000000","2015年","人","5861"
"10040","出生数","05000","秋田県","2014000000","2014年","人","5998"
"10040","出生数","05000","秋田県","2013000000","2013年","人","6177"
"10040","出生数","05000","秋田県","2010000000","2010年","人","6688"
"10040","出生数","05000","秋田県","2005000000","2005年","人","7697"
"10040","出生数","05000","秋田県","2000000000","2000年","人","9007"
"10040","出生数","05000","秋田県","1995000000","1995年","人","9995"
"10040","出生数","05000","秋田県","1990000000","1990年","人","10992"
"10040","出生数","05000","秋田県","1985000000","1985年","人","13663"
"10040","出生数","05000","秋田県","1980000000","1980年","人","16324"
"10040","出生数","05000","秋田県","1975000000","1975年","人","17499"
"10040","出生数","05000","秋田県","1970000000","1970年","人","17754"
"10040","出生数","05000","秋田県","1965000000","1965年","人","19872"
"10040","出生数","05000","秋田県","1960000000","1960年","人","23553"
"10040","出生数","05000","秋田県","1955000000","1955年","人","30401"
"10040","出生数","05000","秋田県","1950000000","1950年","人","42659"
"10040","出生数","05000","秋田県","1947000000","1947年","人","47838"
"10040","出生数","05000","秋田県","1935000000","1935年","人","41722"
"10040","出生数","06000","山形県","2024000000","2024年","人","4699"
"10040","出生数","06000","山形県","2023000000","2023年","人","5151"
"10040","出生数","06000","山形県","2022000000","2022年","人","5674"
"10040","出生数","06000","山形県","2021000000","2021年","人","5898"
"10040","出生数","06000","山形県","2020000000","2020年","人","6217"
"10040","出生数","06000","山形県","2019000000","2019年","人","6401"
"10040","出生数","06000","山形県","2018000000","2018年","人","6973"
"10040","出生数","06000","山形県","2017000000","2017年","人","7259"
"10040","出生数","06000","山形県","2016000000","2016年","人","7547"
"10040","出生数","06000","山形県","2015000000","2015年","人","7831"
"10040","出生数","06000","山形県","2014000000","2014年","人","7966"
"10040","出生数","06000","山形県","2013000000","2013年","人","8159"
"10040","出生数","06000","山形県","2010000000","2010年","人","8651"
"10040","出生数","06000","山形県","2005000000","2005年","人","9357"
"10040","出生数","06000","山形県","2000000000","2000年","人","10919"
"10040","出生数","06000","山形県","1995000000","1995年","人","11507"
"10040","出生数","06000","山形県","1990000000","1990年","人","12555"
"10040","出生数","06000","山形県","1985000000","1985年","人","14893"
"10040","出生数","06000","山形県","1980000000","1980年","人","16871"
"10040","出生数","06000","山形県","1975000000","1975年","人","17226"
"10040","出生数","06000","山形県","1970000000","1970年","人","17222"
"10040","出生数","06000","山形県","1965000000","1965年","人","18864"
"10040","出生数","06000","山形県","1960000000","1960年","人","22288"
"10040","出生数","06000","山形県","1955000000","1955年","人","27311"
"10040","出生数","06000","山形県","1950000000","1950年","人","40694"
"10040","出生数","06000","山形県","1947000000","1947年","人","43941"
"10040","出生数","06000","山形県","1935000000","1935年","人","41073"
"10040","出生数","07000","福島県","2024000000","2024年","人","8216"
"10040","出生数","07000","福島県","2023000000","2023年","人","9019"
"10040","出生数","07000","福島県","2022000000","2022年","人","9709"
"10040","出生数","07000","福島県","2021000000","2021年","人","10649"
"10040","出生数","07000","福島県","2020000000","2020年","人","11215"
"10040","出生数","07000","福島県","2019000000","2019年","人","11552"
"10040","出生数","07000","福島県","2018000000","2018年","人","12495"
"10040","出生数","07000","福島県","2017000000","2017年","人","13219"
"10040","出生数","07000","福島県","2016000000","2016年","人","13745"
"10040","出生数","07000","福島県","2015000000","2015年","人","14195"
"10040","出生数","07000","福島県","2014000000","2014年","人","14518"
"10040","出生数","07000","福島県","2013000000","2013年","人","14546"
"10040","出生数","07000","福島県","2010000000","2010年","人","16126"
"10040","出生数","07000","福島県","2005000000","2005年","人","17538"
"10040","出生数","07000","福島県","2000000000","2000年","人","20332"
"10040","出生数","07000","福島県","1995000000","1995年","人","21306"
"10040","出生数","07000","福島県","1990000000","1990年","人","22721"
"10040","出生数","07000","福島県","1985000000","1985年","人","27305"
"10040","出生数","07000","福島県","1980000000","1980年","人","29504"
"10040","出生数","07000","福島県","1975000000","1975年","人","31287"
"10040","出生数","07000","福島県","1970000000","1970年","人","29952"
"10040","出生数","07000","福島県","1965000000","1965年","人","32807"
"10040","出生数","07000","福島県","1960000000","1960年","人","39239"
"10040","出生数","07000","福島県","1955000000","1955年","人","48949"
"10040","出生数","07000","福島県","1950000000","1950年","人","67562"
"10040","出生数","07000","福島県","1947000000","1947年","人","71232"
"10040","出生数","07000","福島県","1935000000","1935年","人","56059"
"10040","出生数","08000","茨城県","2024000000","2024年","人","13976"
"10040","出生数","08000","茨城県","2023000000","2023年","人","14898"
"10040","出生数","08000","茨城県","2022000000","2022年","人","15905"
"10040","出生数","08000","茨城県","2021000000","2021年","人","16502"
"10040","出生数","08000","茨城県","2020000000","2020年","人","17389"
"10040","出生数","08000","茨城県","2019000000","2019年","人","18004"
"10040","出生数","08000","茨城県","2018000000","2018年","人","19368"
"10040","出生数","08000","茨城県","2017000000","2017年","人","20431"
"10040","出生数","08000","茨城県","2016000000","2016年","人","20878"
"10040","出生数","08000","茨城県","2015000000","2015年","人","21700"
"10040","出生数","08000","茨城県","2014000000","2014年","人","21932"
"10040","出生数","08000","茨城県","2013000000","2013年","人","22358"
"10040","出生数","08000","茨城県","2010000000","2010年","人","23989"
"10040","出生数","08000","茨城県","2005000000","2005年","人","24244"
"10040","出生数","08000","茨城県","2000000000","2000年","人","28220"
"10040","出生数","08000","茨城県","1995000000","1995年","人","28234"
"10040","出生数","08000","茨城県","1990000000","1990年","人","28784"
"10040","出生数","08000","茨城県","1985000000","1985年","人","33479"
"10040","出生数","08000","茨城県","1980000000","1980年","人","36369"
"10040","出生数","08000","茨城県","1975000000","1975年","人","40466"
"10040","出生数","08000","茨城県","1970000000","1970年","人","38597"
"10040","出生数","08000","茨城県","1965000000","1965年","人","35460"
"10040","出生数","08000","茨城県","1960000000","1960年","人","35664"
"10040","出生数","08000","茨城県","1955000000","1955年","人","44592"
"10040","出生数","08000","茨城県","1950000000","1950年","人","59723"
"10040","出生数","08000","茨城県","1947000000","1947年","人","69164"
"10040","出生数","08000","茨城県","1935000000","1935年","人","53532"
"10040","出生数","09000","栃木県","2024000000","2024年","人","9262"
"10040","出生数","09000","栃木県","2023000000","2023年","人","9958"
"10040","出生数","09000","栃木県","2022000000","2022年","人","10518"
"10040","出生数","09000","栃木県","2021000000","2021年","人","11475"
"10040","出生数","09000","栃木県","2020000000","2020年","人","11808"
"10040","出生数","09000","栃木県","2019000000","2019年","人","12608"
"10040","出生数","09000","栃木県","2018000000","2018年","人","13495"
"10040","出生数","09000","栃木県","2017000000","2017年","人","14029"
"10040","出生数","09000","栃木県","2016000000","2016年","人","14621"
"10040","出生数","09000","栃木県","2015000000","2015年","人","15306"
"10040","出生数","09000","栃木県","2014000000","2014年","人","15442"
"10040","出生数","09000","栃木県","2013000000","2013年","人","15588"
"10040","出生数","09000","栃木県","2010000000","2010年","人","16473"
"10040","出生数","09000","栃木県","2005000000","2005年","人","17363"
"10040","出生数","09000","栃木県","2000000000","2000年","人","18976"
"10040","出生数","09000","栃木県","1995000000","1995年","人","18662"
"10040","出生数","09000","栃木県","1990000000","1990年","人","19995"
"10040","出生数","09000","栃木県","1985000000","1985年","人","23842"
"10040","出生数","09000","栃木県","1980000000","1980年","人","25928"
"10040","出生数","09000","栃木県","1975000000","1975年","人","29673"
"10040","出生数","09000","栃木県","1970000000","1970年","人","27535"
"10040","出生数","09000","栃木県","1965000000","1965年","人","25739"
"10040","出生数","09000","栃木県","1960000000","1960年","人","26066"
"10040","出生数","09000","栃木県","1955000000","1955年","人","33428"
"10040","出生数","09000","栃木県","1950000000","1950年","人","46804"
"10040","出生数","09000","栃木県","1947000000","1947年","人","54870"
"10040","出生数","09000","栃木県","1935000000","1935年","人","41799"
"10040","出生数","10000","群馬県","2024000000","2024年","人","9334"
"10040","出生数","10000","群馬県","2023000000","2023年","人","9950"
"10040","出生数","10000","群馬県","2022000000","2022年","人","10688"
"10040","出生数","10000","群馬県","2021000000","2021年","人","11236"
"10040","出生数","10000","群馬県","2020000000","2020年","人","11660"
"10040","出生数","10000","群馬県","2019000000","2019年","人","11901"
"10040","出生数","10000","群馬県","2018000000","2018年","人","12922"
"10040","出生数","10000","群馬県","2017000000","2017年","人","13280"
"10040","出生数","10000","群馬県","2016000000","2016年","人","13661"
"10040","出生数","10000","群馬県","2015000000","2015年","人","14256"
"10040","出生数","10000","群馬県","2014000000","2014年","人","14522"
"10040","出生数","10000","群馬県","2013000000","2013年","人","14732"
"10040","出生数","10000","群馬県","2010000000","2010年","人","16023"
"10040","出生数","10000","群馬県","2005000000","2005年","人","17134"
"10040","出生数","10000","群馬県","2000000000","2000年","人","19445"
"10040","出生数","10000","群馬県","1995000000","1995年","人","19431"
"10040","出生数","10000","群馬県","1990000000","1990年","人","19470"
"10040","出生数","10000","群馬県","1985000000","1985年","人","22917"
"10040","出生数","10000","群馬県","1980000000","1980年","人","25140"
"10040","出生数","10000","群馬県","1975000000","1975年","人","29616"
"10040","出生数","10000","群馬県","1970000000","1970年","人","29429"
"10040","出生数","10000","群馬県","1965000000","1965年","人","27885"
"10040","出生数","10000","群馬県","1960000000","1960年","人","25510"
"10040","出生数","10000","群馬県","1955000000","1955年","人","32339"
"10040","出生数","10000","群馬県","1950000000","1950年","人","44780"
"10040","出生数","10000","群馬県","1947000000","1947年","人","54605"
"10040","出生数","10000","群馬県","1935000000","1935年","人","42171"
"10040","出生数","11000","埼玉県","2024000000","2024年","人","39956"
"10040","出生数","11000","埼玉県","2023000000","2023年","人","42108"
"10040","出生数","11000","埼玉県","2022000000","2022年","人","43451"
"10040","出生数","11000","埼玉県","2021000000","2021年","人","45424"
"10040","出生数","11000","埼玉県","2020000000","2020年","人","47328"
"10040","出生数","11000","埼玉県","2019000000","2019年","人","48298"
"10040","出生数","11000","埼玉県","2018000000","2018年","人","51241"
"10040","出生数","11000","埼玉県","2017000000","2017年","人","53076"
"10040","出生数","11000","埼玉県","2016000000","2016年","人","54452"
"10040","出生数","11000","埼玉県","2015000000","2015年","人","56078"
"10040","出生数","11000","埼玉県","2014000000","2014年","人","55765"
"10040","出生数","11000","埼玉県","2013000000","2013年","人","57470"
"10040","出生数","11000","埼玉県","2010000000","2010年","人","59437"
"10040","出生数","11000","埼玉県","2005000000","2005年","人","59731"
"10040","出生数","11000","埼玉県","2000000000","2000年","人","66376"
"10040","出生数","11000","埼玉県","1995000000","1995年","人","67750"
"10040","出生数","11000","埼玉県","1990000000","1990年","人","63299"
"10040","出生数","11000","埼玉県","1985000000","1985年","人","67260"
"10040","出生数","11000","埼玉県","1980000000","1980年","人","75090"
"10040","出生数","11000","埼玉県","1975000000","1975年","人","96033"
"10040","出生数","11000","埼玉県","1970000000","1970年","人","91113"
"10040","出生数","11000","埼玉県","1965000000","1965年","人","66585"
"10040","出生数","11000","埼玉県","1960000000","1960年","人","43421"
"10040","出生数","11000","埼玉県","1955000000","1955年","人","47813"
"10040","出生数","11000","埼玉県","1950000000","1950年","人","62558"
"10040","出生数","11000","埼玉県","1947000000","1947年","人","77234"
"10040","出生数","11000","埼玉県","1935000000","1935年","人","53679"
"10040","出生数","12000","千葉県","2024000000","2024年","人","33763"
"10040","出生数","12000","千葉県","2023000000","2023年","人","35658"
"10040","出生数","12000","千葉県","2022000000","2022年","人","36966"
"10040","出生数","12000","千葉県","2021000000","2021年","人","38426"
"10040","出生数","12000","千葉県","2020000000","2020年","人","40168"
"10040","出生数","12000","千葉県","2019000000","2019年","人","40799"
"10040","出生数","12000","千葉県","2018000000","2018年","人","43404"
"10040","出生数","12000","千葉県","2017000000","2017年","人","44055"
"10040","出生数","12000","千葉県","2016000000","2016年","人","45389"
"10040","出生数","12000","千葉県","2015000000","2015年","人","47019"
"10040","出生数","12000","千葉県","2014000000","2014年","人","46753"
"10040","出生数","12000","千葉県","2013000000","2013年","人","48343"
"10040","出生数","12000","千葉県","2010000000","2010年","人","51633"
"10040","出生数","12000","千葉県","2005000000","2005年","人","50588"
"10040","出生数","12000","千葉県","2000000000","2000年","人","55318"
"10040","出生数","12000","千葉県","1995000000","1995年","人","54388"
"10040","出生数","12000","千葉県","1990000000","1990年","人","53356"
"10040","出生数","12000","千葉県","1985000000","1985年","人","60719"
"10040","出生数","12000","千葉県","1980000000","1980年","人","65554"
"10040","出生数","12000","千葉県","1975000000","1975年","人","77416"
"10040","出生数","12000","千葉県","1970000000","1970年","人","72481"
"10040","出生数","12000","千葉県","1965000000","1965年","人","54170"
"10040","出生数","12000","千葉県","1960000000","1960年","人","39563"
"10040","出生数","12000","千葉県","1955000000","1955年","人","43764"
"10040","出生数","12000","千葉県","1950000000","1950年","人","57451"
"10040","出生数","12000","千葉県","1947000000","1947年","人","73955"
"10040","出生数","12000","千葉県","1935000000","1935年","人","50917"
"10040","出生数","13000","東京都","2024000000","2024年","人","84207"
"10040","出生数","13000","東京都","2023000000","2023年","人","86348"
"10040","出生数","13000","東京都","2022000000","2022年","人","91097"
"10040","出生数","13000","東京都","2021000000","2021年","人","95404"
"10040","出生数","13000","東京都","2020000000","2020年","人","99661"
"10040","出生数","13000","東京都","2019000000","2019年","人","101818"
"10040","出生数","13000","東京都","2018000000","2018年","人","107150"
"10040","出生数","13000","東京都","2017000000","2017年","人","108990"
"10040","出生数","13000","東京都","2016000000","2016年","人","111964"
"10040","出生数","13000","東京都","2015000000","2015年","人","113194"
"10040","出生数","13000","東京都","2014000000","2014年","人","110629"
"10040","出生数","13000","東京都","2013000000","2013年","人","109986"
"10040","出生数","13000","東京都","2010000000","2010年","人","108135"
"10040","出生数","13000","東京都","2005000000","2005年","人","96542"
"10040","出生数","13000","東京都","2000000000","2000年","人","100209"
"10040","出生数","13000","東京都","1995000000","1995年","人","96823"
"10040","出生数","13000","東京都","1990000000","1990年","人","103983"
"10040","出生数","13000","東京都","1985000000","1985年","人","126178"
"10040","出生数","13000","東京都","1980000000","1980年","人","139953"
"10040","出生数","13000","東京都","1975000000","1975年","人","186701"
"10040","出生数","13000","東京都","1970000000","1970年","人","229687"
"10040","出生数","13000","東京都","1965000000","1965年","人","225492"
"10040","出生数","13000","東京都","1960000000","1960年","人","164826"
"10040","出生数","13000","東京都","1955000000","1955年","人","127847"
"10040","出生数","13000","東京都","1950000000","1950年","人","148423"
"10040","出生数","13000","東京都","1947000000","1947年","人","157306"
"10040","出生数","13000","東京都","1935000000","1935年","人","175890"
"10040","出生数","14000","神奈川県","2024000000","2024年","人","51423"
"10040","出生数","14000","神奈川県","2023000000","2023年","人","53991"
"10040","出生数","14000","神奈川県","2022000000","2022年","人","56498"
"10040","出生数","14000","神奈川県","2021000000","2021年","人","58836"
"10040","出生数","14000","神奈川県","2020000000","2020年","人","60865"
"10040","出生数","14000","神奈川県","2019000000","2019年","人","63035"
"10040","出生数","14000","神奈川県","2018000000","2018年","人","66564"
"10040","出生数","14000","神奈川県","2017000000","2017年","人","68133"
"10040","出生数","14000","神奈川県","2016000000","2016年","人","70649"
"10040","出生数","14000","神奈川県","2015000000","2015年","人","73476"
"10040","出生数","14000","神奈川県","2014000000","2014年","人","72997"
"10040","出生数","14000","神奈川県","2013000000","2013年","人","74320"
"10040","出生数","14000","神奈川県","2010000000","2010年","人","78077"
"10040","出生数","14000","神奈川県","2005000000","2005年","人","76196"
"10040","出生数","14000","神奈川県","2000000000","2000年","人","82906"
"10040","出生数","14000","神奈川県","1995000000","1995年","人","80692"
"10040","出生数","14000","神奈川県","1990000000","1990年","人","79437"
"10040","出生数","14000","神奈川県","1985000000","1985年","人","86101"
"10040","出生数","14000","神奈川県","1980000000","1980年","人","94356"
"10040","出生数","14000","神奈川県","1975000000","1975年","人","118656"
"10040","出生数","14000","神奈川県","1970000000","1970年","人","123714"
"10040","出生数","14000","神奈川県","1965000000","1965年","人","97386"
"10040","出生数","14000","神奈川県","1960000000","1960年","人","60704"
"10040","出生数","14000","神奈川県","1955000000","1955年","人","51786"
"10040","出生数","14000","神奈川県","1950000000","1950年","人","65719"
"10040","出生数","14000","神奈川県","1947000000","1947年","人","74699"
"10040","出生数","14000","神奈川県","1935000000","1935年","人","55404"
"10040","出生数","15000","新潟県","2024000000","2024年","人","9941"
"10040","出生数","15000","新潟県","2023000000","2023年","人","10916"
"10040","出生数","15000","新潟県","2022000000","2022年","人","11732"
"10040","出生数","15000","新潟県","2021000000","2021年","人","12608"
"10040","出生数","15000","新潟県","2020000000","2020年","人","12981"
"10040","出生数","15000","新潟県","2019000000","2019年","人","13640"
"10040","出生数","15000","新潟県","2018000000","2018年","人","14509"
"10040","出生数","15000","新潟県","2017000000","2017年","人","14967"
"10040","出生数","15000","新潟県","2016000000","2016年","人","15737"
"10040","出生数","15000","新潟県","2015000000","2015年","人","16340"
"10040","出生数","15000","新潟県","2014000000","2014年","人","16480"
"10040","出生数","15000","新潟県","2013000000","2013年","人","17066"
"10040","出生数","15000","新潟県","2010000000","2010年","人","18083"
"10040","出生数","15000","新潟県","2005000000","2005年","人","18505"
"10040","出生数","15000","新潟県","2000000000","2000年","人","21886"
"10040","出生数","15000","新潟県","1995000000","1995年","人","22694"
"10040","出生数","15000","新潟県","1990000000","1990年","人","24061"
"10040","出生数","15000","新潟県","1985000000","1985年","人","29200"
"10040","出生数","15000","新潟県","1980000000","1980年","人","32812"
"10040","出生数","15000","新潟県","1975000000","1975年","人","37524"
"10040","出生数","15000","新潟県","1970000000","1970年","人","37368"
"10040","出生数","15000","新潟県","1965000000","1965年","人","40261"
"10040","出生数","15000","新潟県","1960000000","1960年","人","41131"
"10040","出生数","15000","新潟県","1955000000","1955年","人","51566"
"10040","出生数","15000","新潟県","1950000000","1950年","人","72013"
"10040","出生数","15000","新潟県","1947000000","1947年","人","86204"
"10040","出生数","15000","新潟県","1935000000","1935年","人","71303"
"10040","出生数","16000","富山県","2024000000","2024年","人","5078"
"10040","出生数","16000","富山県","2023000000","2023年","人","5512"
"10040","出生数","16000","富山県","2022000000","2022年","人","6022"
"10040","出生数","16000","富山県","2021000000","2021年","人","6076"
"10040","出生数","16000","富山県","2020000000","2020年","人","6256"
"10040","出生数","16000","富山県","2019000000","2019年","人","6604"
"10040","出生数","16000","富山県","2018000000","2018年","人","6846"
"10040","出生数","16000","富山県","2017000000","2017年","人","7178"
"10040","出生数","16000","富山県","2016000000","2016年","人","7302"
"10040","出生数","16000","富山県","2015000000","2015年","人","7567"
"10040","出生数","16000","富山県","2014000000","2014年","人","7556"
"10040","出生数","16000","富山県","2013000000","2013年","人","7722"
"10040","出生数","16000","富山県","2010000000","2010年","人","8188"
"10040","出生数","16000","富山県","2005000000","2005年","人","8973"
"10040","出生数","16000","富山県","2000000000","2000年","人","10170"
"10040","出生数","16000","富山県","1995000000","1995年","人","10049"
"10040","出生数","16000","富山県","1990000000","1990年","人","10050"
"10040","出生数","16000","富山県","1985000000","1985年","人","11986"
"10040","出生数","16000","富山県","1980000000","1980年","人","13555"
"10040","出生数","16000","富山県","1975000000","1975年","人","17305"
"10040","出生数","16000","富山県","1970000000","1970年","人","17493"
